1052231	1.11538	0	1.37179	1.44872	0.141026	0	0	0	0	0	
1431451	5.98718	0	1.20513	0.153846	0	0	0.230769	0	0	0	
1363421	5.91277	0	4.1028	4.10748	0.783489	0.341121	0.830218	0.163551	0	0	
473053	1.4359	0	0.602564	0.294872	0	0	0.564103	0	0	0	
1235736	6.20513	0	3.62821	4.78205	0.923077	0	1.88462	0	0	0	
1026105	4.17949	0	1.26923	0.615385	0.871795	0	0	0	0	0	
244498	6.92683	0	2.82114	1.78049	0.439024	0.593496	2.0813	0.373984	0	0	
660323	3.98718	0	0.358974	0.897436	0	0	1.34615	0.346154	0	0	
141885	6.49235	0	1.82569	4.23547	0.654434	0.892966	2.09786	0	0	0	
864031	4.58974	0	0.333333	0	2.33333	0	0.384615	0	0	0	
864033	1.73077	0	2.53846	2.17949	0	0	0.833333	0	0	0	
864035	4.06944	0	2.32639	2.72222	1.77778	0	0.736111	0	0	0	
