523554	7.07599	0	4.18338	3.66768	2.11651	0.51773	1.25836	0.0739615	0	0	
359044	2.84615	0	1.73077	0	0	0	0.897436	0	0	0	
434040	9.75	0	5.65909	2.85227	3.77273	0.700758	2.31439	0.0454545	0	0.55303	
224154	6.23077	0	8	0.0769231	2.88462	0	0.294872	0	0	0	
439755	5.57143	0	3.8	1.22857	2.65714	0.714286	1.37143	1.42857	0	0	
1232712	2.64865	0	3.37838	1.67568	4.86486	1.35135	4.21622	0	0	0	
315921	3.14103	0	2.88462	0	0.576923	0.589744	0.717949	0	0	0	
387432	5.83333	0	3.84615	2.01282	1.21795	0	2.87179	1.07692	0	0	
978113	1.62667	0	0.766667	0.553333	0	0.373333	0	0	0	0	
500100	8.15385	0	2.00962	3.57692	1.75	1.54808	2.19231	0	0	0	
