v_idx, sample, gene, unitig, mask, mask_degen, haplos, X, X_est, R2, tau
11,0,COG0016,25,1.0,1.0,1,2.275978108108108,4.134626757168976,4.594026840404837,0.1533945824402052
11,1,COG0016,25,1.0,1.0,1,2.7991931081081085,2.4257479753594544,0.5428615491139536,0.14948449699637395
11,2,COG0016,25,1.0,1.0,1,2.9561718918918922,1.7406283740396966,1.686691629737697,0.14833211321857653
11,3,COG0016,25,1.0,1.0,1,0.28776927027027027,0.5560735305606457,0.09785025003094618,0.16927241939692342
11,4,COG0016,25,1.0,1.0,1,0.0,0.586313893805421,0.3687205056992623,0.17171136091511638
11,5,COG0016,25,1.0,1.0,1,0.0,0.5932149867284704,0.3784721205382647,0.17171136091511638
0,0,COG0016,3,1.0,1.0,0,12.217083513513515,7.5400378877188725,23.351812876250424,0.0945800424684534
0,1,COG0016,3,1.0,1.0,0,2.459116621621622,4.853205035809689,6.287488446085948,0.1520137400635295
0,2,COG0016,3,1.0,1.0,0,0.313929,3.142328035642133,8.267431387970015,0.1690525370108956
0,3,COG0016,3,1.0,1.0,0,0.0,1.559196034900387,2.476074560088901,0.17171136091511638
0,4,COG0016,3,1.0,1.0,0,0.0,0.5906440659215776,0.3738270996783735,0.17171136091511638
0,5,COG0016,3,1.0,1.0,0,0.4708935,0.9283545333393859,0.24036574898119775,0.16773954133863686
2,0,COG0016,7,1.0,1.0,0_1,57.13014256756757,58.75437638730951,13.709424302527333,0.012749978728196958
2,1,COG0016,7,1.0,1.0,0_1,39.64191891891892,36.62887679760018,13.89971494344784,0.0268745839798933
2,2,COG0016,7,1.0,1.0,0_1,39.68713783783784,24.57441633308388,230.70840951425782,0.026821309918803646
2,3,COG0016,7,1.0,1.0,0_1,7.57019777027027,10.64098707983566,10.057681883931837,0.11834949519865867
2,4,COG0016,7,1.0,1.0,0_1,3.2959664189189195,5.927069288179303,7.169807396226382,0.14586986765045454
2,5,COG0016,7,1.0,1.0,0_1,8.021700945945947,7.658749678852181,0.4916600475276488,0.11578291787793663
3,0,COG0016,9,1.0,1.0,,2.9300121621621624,0.3604672563665828,8.07901044043256,0.1485234951863696
3,1,COG0016,9,1.0,1.0,,1.2295562702702703,0.21149734729582462,1.5457645977271888,0.16154420929408336
3,2,COG0016,9,1.0,1.0,,0.6016982702702703,0.15175132347143927,0.46475175442893835,0.1666536373758203
3,3,COG0016,9,1.0,1.0,,0.0,0.04849827998527899,0.02956732667544278,0.17171136091511638
3,4,COG0016,9,1.0,1.0,,0.0,0.05110019909459066,0.032454754174042866,0.17171136091511638
3,5,COG0016,9,1.0,1.0,,1.1510750405405406,0.05171281502155542,1.2392538293726085,0.16217368445374364
1,0,COG0016,5,1.0,1.0,0_1,12.661819324324323,11.78920092713484,3.0425541362284907,0.0925879074664017
1,1,COG0016,5,1.0,1.0,0_1,7.4035095945945955,7.363354896007076,0.8434365919984214,0.11931227091791886
1,2,COG0016,5,1.0,1.0,0_1,9.757966891891893,4.9298955852044,23.728283115187644,0.10645135450507597
1,3,COG0016,5,1.0,1.0,0_1,1.8835760405405406,2.1525080496545397,0.1365256062940045,0.1563982875296343
1,4,COG0016,5,1.0,1.0,0_1,0.0,1.1740309933717763,1.422263542959978,0.17171136091511638
1,5,COG0016,5,1.0,1.0,0_1,3.8456435135135134,1.5318562706961765,5.404850959925332,0.14197822440641775
5,0,COG0016,13,1.0,1.0,0,8.528418783783785,7.268882662297053,2.191749669319535,0.11297280650034511
5,1,COG0016,13,1.0,1.0,0,2.5899152702702706,4.690490749891913,4.668009350932876,0.1510356173229767
5,2,COG0016,13,1.0,1.0,0,1.2557180405405404,3.0284448359780445,3.2551370303437612,0.16133495014731486
5,3,COG0016,13,1.0,1.0,0,1.7789330405405406,1.5181210518823893,0.09708451124043008,0.15720979796395132
5,4,COG0016,13,1.0,1.0,0,0.0,0.5562371355563317,0.31658327385830415,0.17171136091511638
5,5,COG0016,13,1.0,1.0,0,0.0,0.890747390093598,0.8063246600275996,0.17171136091511638
4,0,COG0016,11,1.0,1.0,0_1,18.34673891891892,15.246071252203617,10.74901950091457,0.0707130239394854
4,1,COG0016,11,1.0,1.0,0_1,7.472208648648649,9.504763727949637,4.610788616932915,0.1189144662748289
4,2,COG0016,11,1.0,1.0,0_1,4.715892432432432,6.376772683718545,2.9823844675825333,0.13604082858256536
4,3,COG0016,11,1.0,1.0,0_1,1.1628203243243245,2.7612112865177765,2.6115647096591355,0.1620793135067178
4,4,COG0016,11,1.0,1.0,0_1,1.5719623783783787,1.5380049324095533,0.02155741084043799,0.1588280576682997
4,5,COG0016,11,1.0,1.0,0_1,5.512632432432434,1.9873556743560712,12.458264746119006,0.13083600542295656
6,0,COG0016,15,1.0,1.0,1,8.136002432432432,4.441723812722332,13.954773242779408,0.11514260393558978
6,1,COG0016,15,1.0,1.0,1,0.7325010000000001,2.605990214427701,3.6286093505980377,0.1655752082942207
6,2,COG0016,15,1.0,1.0,1,1.8312545405405405,1.8699072656134585,0.06378856612377796,0.15680348537380207
6,3,COG0016,15,1.0,1.0,1,0.0,0.5974659176850825,0.36852007620689353,0.17171136091511638
6,4,COG0016,15,1.0,1.0,1,0.0,0.6297827126022502,0.40491447190966545,0.17171136091511638
6,5,COG0016,15,1.0,1.0,1,2.7468736486486485,0.6372502621967197,4.460198238381189,0.1498706844506691
7,0,COG0016,17,1.0,1.0,0_1,35.093783783783785,30.105847115932235,28.448399739239942,0.032860340042248276
7,1,COG0016,17,1.0,1.0,0_1,9.868594594594596,18.76870171555514,80.74107324101817,0.10588455701170306
7,2,COG0016,17,1.0,1.0,0_1,22.894432432432435,12.59197470176689,106.86389526881374,0.057194581008983926
7,3,COG0016,17,1.0,1.0,0_1,3.537481081081081,5.4524607337562845,3.8565478535447326,0.14414619914443122
7,4,COG0016,17,1.0,1.0,0_1,4.8268432432432435,3.0370408607384163,3.2746737641806996,0.13530302640031014
7,5,COG0016,17,1.0,1.0,0_1,11.339783783783783,3.924356977440762,55.094027027269256,0.0986448622584257
9,0,COG0016,21,1.0,1.0,1,9.365550540540541,4.4596538358258915,24.402362275234886,0.10848806801843866
9,1,COG0016,21,1.0,1.0,1,0.6801795,2.6169702596470996,3.883572426191041,0.1660056918014711
9,2,COG0016,21,1.0,1.0,1,0.0,1.877421338393305,3.5916875002727067,0.17171136091511638
9,3,COG0016,21,1.0,1.0,1,4.76125445945946,0.6004619893452786,17.325777183458438,0.13573866425834108
9,4,COG0016,21,1.0,1.0,1,0.0,0.6318120318282741,0.40719376983097394,0.17171136091511638
9,5,COG0016,21,1.0,1.0,1,0.7848225,0.6396581970778267,0.03100979428380029,0.16514590943967739
10,0,COG0016,23,1.0,1.0,0,3.531706351351352,7.129231671789954,13.561992767988436,0.14418715944747482
10,1,COG0016,23,1.0,1.0,0,5.179830540540541,4.600782788963504,0.5989400403209326,0.1329838748869864
10,2,COG0016,23,1.0,1.0,0,4.447337702702702,2.970231619374594,2.2965503018204085,0.1378444214129045
10,3,COG0016,23,1.0,1.0,0,0.0,1.4894705882937247,2.2488797465447457,0.17171136091511638
10,4,COG0016,23,1.0,1.0,0,0.0,0.5450976647724982,0.3038428744570554,0.17171136091511638
10,5,COG0016,23,1.0,1.0,0,1.7004497702702703,0.873488967836155,0.696670712111814,0.1578213720307992
8,0,COG0016,19,1.0,1.0,0_1,11.933357837837839,15.575285702033241,14.50688835717711,0.0958747672692203
8,1,COG0016,19,1.0,1.0,0_1,6.821981486486487,9.710003852418113,8.864510834781198,0.12273686779030422
8,2,COG0016,19,1.0,1.0,0_1,7.982726216216218,6.514468859738682,2.3996932429691875,0.11600211828713787
8,3,COG0016,19,1.0,1.0,0_1,5.21321972972973,2.820835214513188,5.784870274350678,0.1327667028949948
8,4,COG0016,19,1.0,1.0,0_1,0.0,1.571215681545025,2.4905826339494634,0.17171136091511638
8,5,COG0016,19,1.0,1.0,0_1,2.1585957702702703,2.0302694318825782,0.04947073930447335,0.15428663069192833
12,0,COG0048,3,1.0,1.0,0_1,237.8980510810811,227.1437422814683,280.729556395549,5.9100292054271236e-05
12,1,COG0048,3,1.0,1.0,0_1,166.00415405405406,141.6068157464234,667.1311675408781,0.0003104591777791343
12,2,COG0048,3,1.0,1.0,0_1,93.4577664864865,95.00441045418299,36.908583277527754,0.0031043044368554945
12,3,COG0048,3,1.0,1.0,0_1,59.099802162162156,41.137933469832305,331.99909880516987,0.011754774428658053
12,4,COG0048,3,1.0,1.0,0_1,40.99111527027027,22.91398159013385,330.47213613367774,0.025332856277025192
12,5,COG0048,3,1.0,1.0,0_1,21.369744094594598,29.6086380320637,73.25222972640124,0.061390387033152166
16,0,COG0048,11,1.0,1.0,1,5.650726081081081,4.280150014989612,2.6276359907494884,0.12995561412639114
16,1,COG0048,11,1.0,1.0,1,0.0,2.5111260597250187,6.575332908948465,0.17171136091511638
16,2,COG0048,11,1.0,1.0,1,3.531706351351352,1.8018918560048685,3.1325603378117464,0.14418715944747482
16,3,COG0048,11,1.0,1.0,1,0.0,0.5756463755844468,0.350415383195287,0.17171136091511638
16,4,COG0048,11,1.0,1.0,1,0.0,0.6069489158036947,0.38558691149137725,0.17171136091511638
16,5,COG0048,11,1.0,1.0,1,0.8633057702702702,0.6140935902418192,0.08078228735262168,0.16450416655438257
17,0,COG0048,13,1.0,1.0,0,11.118334054054055,7.502205998040049,14.147483516852992,0.0997000443117575
17,1,COG0048,13,1.0,1.0,0,2.982331621621622,4.834717899051544,3.8474688320619848,0.14814099313823
17,2,COG0048,13,1.0,1.0,0,2.1713391891891893,3.126125520652945,1.107203001416121,0.15418952095981522
17,3,COG0048,13,1.0,1.0,0,0.0,1.5588144145384115,2.4675479749076565,0.17171136091511638
17,4,COG0048,13,1.0,1.0,0,0.0,0.5811473667900201,0.35450066862173496,0.17171136091511638
17,5,COG0048,13,1.0,1.0,0,0.0,0.9216017455802799,0.8720600676856405,0.17171136091511638
14,0,COG0048,7,1.0,1.0,0_1,14.806998783783786,10.861325952085325,19.897570841250698,0.0835871361541912
14,1,COG0048,7,1.0,1.0,0_1,7.717426351351352,6.810552805170941,2.3670396655506183,0.11750598674646169
