COG0016,0.0001639580048825879,-140.4002023121284
COG0048,0.00019464743317606083,-143.2727484833783
COG0049,0.00011995201743633496,-153.76066543445472
COG0051,7.168648620457739e-05,-141.3681425480236
COG0052,0.00016302937878796158,-143.14260531815128
COG0060,0.0001752116581017624,-141.08419396757213
COG0072,0.00017250455700304766,-138.65002956659708
COG0080,6.960517914358866e-05,-152.52057234699348
COG0081,6.960517914358866e-05,-152.52057234699348
COG0087,1.7204683908036316e-05,-149.68675199173248
COG0088,1.7204683908036316e-05,-149.68675199173248
COG0089,1.7204683908036316e-05,-149.68675199173248
COG0090,0.00032885406052393206,-143.40976758549377
COG0091,1.4212576173442555e-05,-156.8765480822818
COG0092,1.4212576173442555e-05,-156.8765480822818
COG0093,1.4212576173442555e-05,-156.8765480822818
COG0094,0.00012953255415058788,-152.57746293400143
COG0096,0.0002238359583096033,-135.99471593357492
COG0097,0.00045932377309494357,-140.85742927511177
COG0100,8.56746359876378e-06,-156.64140240800455
COG0102,0.0001505068653962111,-137.98734180511443
COG0103,0.00011886543424883894,-142.88760798757042
COG0130,0.00020587631893884676,-140.1227234871123
COG0184,0.00021177158809660234,-156.0212593493105
COG0185,1.4212576173442555e-05,-156.8765480822818
COG0186,1.4212576173442555e-05,-156.8765480822818
COG0197,7.861442627973517e-05,-144.4031684578883
COG0200,0.00020809231760867005,-139.47116238949198
COG0201,0.00014853074926383095,-140.5026371948727
COG0244,0.00011698137488533332,-143.8667730202625
COG0256,0.0001358048625823683,-141.60255532721968
COG0532,0.0002888165780153065,-143.87675565568546
COG0541,3.104818993166372e-05,-157.3822594609104
COG0552,0.00040558394186367835,-145.61709525410328
