Haplo,0,2,3,4,5,6
0,2.8719330337357153e-06,1.5006461787821668e-06,8.264111600614546e-07,2.9572901976420033e-07,1.503355198147593e-07,2.0178011120205775e-07
1,2.718779504109751e-06,1.4590750949628516e-06,8.186365912125704e-07,2.947509579623065e-07,1.5032551267544336e-07,2.015832083037568e-07
