v_idx, sample, gene, unitig, mask, mask_degen, haplos, X, X_est, R2, tau
0,0,COG0016,3,1.0,1.0,1,7.205482162162163,16.995101283209877,98.48737290692011,0.12443943048475808
0,1,COG0016,3,1.0,1.0,1,7.526387027027028,7.6791643595529795,0.5756142648923351,0.12368937222511793
0,2,COG0016,3,1.0,1.0,1,2.3921113513513514,5.912446887424456,12.71589763305156,0.13627994171800936
0,3,COG0016,3,1.0,1.0,1,0.758472,1.0943235071610151,0.1285960864242204,0.1405620598667471
0,4,COG0016,3,1.0,1.0,1,0.08751600000000001,0.8836284786840638,0.6447670357367633,0.14236139342214976
0,5,COG0016,3,1.0,1.0,1,1.9837070270270272,1.3644653692001811,0.40690529991028157,0.1373374845829822
0,6,COG0016,3,1.0,1.0,1,0.0,0.8901466311660602,0.804019919542082,0.14259786150502557
0,7,COG0016,3,1.0,1.0,1,0.9626778378378378,1.4231950761814038,0.23778715064641479,0.14001917201362615
10,0,COG0016,23,1.0,1.0,0_1,152.5638810810811,154.98683659813028,25.200248554286137,0.00958769686619731
10,1,COG0016,23,1.0,1.0,0_1,55.18181621621622,61.40076900921729,41.82321019194166,0.051378961010590266
10,2,COG0016,23,1.0,1.0,0_1,63.968978378378374,52.0557425492935,144.31862812529778,0.04387653357097803
10,3,COG0016,23,1.0,1.0,0_1,8.841408243243244,8.395956179550023,0.3244974614987227,0.12066487446096764
10,4,COG0016,23,1.0,1.0,0_1,5.6953698648648645,9.877239227033554,17.651048811228936,0.12803357709619265
10,5,COG0016,23,1.0,1.0,0_1,9.636939324324326,10.745505075029472,1.4035833239601332,0.1188728961468518
10,6,COG0016,23,1.0,1.0,0_1,6.527104054054054,8.289261771821627,3.232896992103191,0.12604074837199591
10,7,COG0016,23,1.0,1.0,0_1,11.011056216216216,10.46796631799542,0.4618293872486371,0.11584300588294356
11,0,COG0016,25,1.0,1.0,0_1,60.75,65.69718316543451,29.983317456978288,0.04648154976416895
11,1,COG0016,25,1.0,1.0,0_1,28.8552,26.02709789191056,8.86277467635268,0.08308399459696236
11,2,COG0016,25,1.0,1.0,0_1,33.552600000000005,22.065845901102126,132.59895500761428,0.07619114310886134
11,3,COG0016,25,1.0,1.0,0_1,1.5,3.5589517347663175,4.26756077573332,0.13860114966783985
11,4,COG0016,25,1.0,1.0,0_1,2.684205,4.186851018514603,2.2962921358864574,0.13552881396550953
11,5,COG0016,25,1.0,1.0,0_1,2.131575,4.554899181211069,5.913259203860626,0.13695359845636423
11,6,COG0016,25,1.0,1.0,0_1,4.30263,3.5137251710070023,0.6512529092609665,0.13144483468175963
11,7,COG0016,25,1.0,1.0,0_1,3.4342050000000004,4.437253612357687,1.0449359154214963,0.13361996155319966
1,0,COG0016,5,1.0,1.0,,6.200100810810812,4.505400845244041,3.147747181325377,0.1268203406966607
1,1,COG0016,5,1.0,1.0,,1.5958067702702705,2.06745027385672,0.3051859989242325,0.13834989457568814
1,2,COG0016,5,1.0,1.0,,1.1772347702702701,1.820780461020281,0.48210835020758586,0.13945113079743499
1,3,COG0016,5,1.0,1.0,,1.4388422702702703,0.22097972091892795,1.490869424984393,0.13876178687186203
1,4,COG0016,5,1.0,1.0,,0.0,0.3595792052959336,0.13865014093647104,0.14259786150502557
1,5,COG0016,5,1.0,1.0,,0.0,0.24467049827343323,0.06910380596240649,0.14259786150502557
1,6,COG0016,5,1.0,1.0,,0.0,0.2077090130594724,0.050600230453892094,0.14259786150502557
1,7,COG0016,5,1.0,1.0,,1.2295562702702703,0.19252126191012311,1.0836908766509432,0.13931297561402725
2,0,COG0016,7,1.0,1.0,,1.5270270270270272,3.3289109826113763,3.401630161653303,0.13853022241164575
2,1,COG0016,7,1.0,1.0,,2.6722972972972974,1.5275794893832007,1.3564610071129655,0.1355593500403908
2,2,COG0016,7,1.0,1.0,,1.5270270270270272,1.345322265834108,0.07082529743490962,0.13853022241164575
