Haplo,0,2,3,4,5,6,8,9
0,1.2325411136192973e-05,3.0550685623271253e-06,2.4445060212691525e-06,3.506209545746941e-07,3.8161745373752903e-07,4.27503038097092e-07,3.4774080712244293e-07,4.229956361189096e-07
1,1.0152112378498672e-05,2.946883347072772e-06,2.365205063430856e-06,3.499993457019502e-07,3.805035004815877e-07,4.26468279343002e-07,3.469533259083207e-07,4.220169373043885e-07
