COG0016_3	1
COG0016_23	0	1
COG0016_25	0	1
COG0016_5	
COG0016_7	
COG0016_9	0	1
COG0016_11	
COG0016_41	0	1
COG0016_13	0	1
COG0016_15	
COG0016_27	
COG0016_29	0	1
COG0016_19	0	1
COG0016_21	
COG0016_17	0	1
COG0016_31	0	1
COG0016_33	
COG0016_39	0	1
COG0016_35	0	1
COG0016_37	
COG0016_47	0	1
COG0016_43	0
COG0016_45	1
COG0016_51	0	1
COG0016_49	
COG0048_3	0	1
COG0049_3	0	1
COG0052_3	0	1
COG0060_7	0
COG0060_9	1
COG0060_5	0	1
COG0060_13	0
COG0060_11	0	1
COG0060_19	0	1
COG0060_15	0
COG0060_17	1
COG0060_27	0	1
COG0060_29	
COG0060_31	1
COG0060_33	0
COG0060_21	0	1
COG0060_23	
COG0060_25	0	1
COG0060_3	0
COG0060_37	0
COG0060_39	1
COG0060_35	0	1
COG0060_43	1
COG0060_45	0
COG0060_41	0	1
COG0072_15	0	1
COG0072_3	0	1
COG0072_5	
COG0072_7	0	1
COG0072_13	0	1
COG0072_9	0	1
COG0072_11	
COG0080_3	0	1
COG0080_7	1
COG0080_9	0
COG0080_5	0	1
COG0081_3	0	1
COG0081_7	0
COG0081_9	1
COG0081_5	0	1
COG0087_3	0	1
COG0087_7	0	1
COG0087_5	0	1
COG0087_9	0	1
COG0087_11	
COG0087_13	0	1
COG0087_15	
COG0088_3	
COG0088_5	0	1
COG0088_11	0	1
COG0088_7	0	1
COG0088_9	0	1
COG0088_15	0	1
COG0088_13	
COG0089_3	
COG0089_7	0	1
COG0089_5	0	1
COG0090_5	
COG0090_3	0	1
COG0090_9	0	1
COG0090_7	0	1
COG0091_3	0	1
COG0092_39	
COG0092_3	0	1
COG0092_5	
COG0092_37	
COG0092_41	0	1
COG0092_43	
COG0092_7	1
COG0092_9	0	1
COG0092_11	0
COG0092_15	0
COG0092_13	1
COG0092_27	1
COG0092_29	0	1
COG0092_31	0	1
COG0092_19	1
COG0092_17	1
COG0092_25	1
COG0092_21	
COG0092_23	1
COG0092_35	0
COG0092_33	0	1
COG0093_5	0	1
COG0093_3	0	1
COG0093_7	
COG0093_9	0	1
COG0094_11	0	1
COG0094_13	
COG0094_3	0	1
COG0094_5	0	1
COG0094_7	0	1
COG0094_9	
COG0094_15	0	1
COG0096_3	0	1
COG0097_3	0	1
COG0097_11	0	1
COG0097_13	
COG0097_7	
COG0097_9	0	1
COG0097_5	0	1
COG0097_15	0	1
COG0100_3	0	1
COG0102_3	0	1
COG0103_9	0	1
COG0103_3	0	1
COG0103_7	0	1
COG0103_5	
COG0130_15	0	1
COG0130_17	0	1
COG0130_3	
COG0130_5	0	1
COG0130_9	
COG0130_11	0	1
COG0130_7	0	1
COG0130_13	
COG0130_19	0	1
COG0184_5	0	1
COG0184_3	0	1
COG0184_7	
COG0185_5	0	1
COG0185_7	
COG0185_3	0	1
COG0185_13	0	1
COG0185_9	0	1
COG0185_11	
COG0186_3	0	1
COG0186_5	
COG0186_7	0	1
COG0197_3	0	1
COG0197_5	1
COG0197_7	0
COG0197_9	0	1
COG0198_5	0	1
COG0198_7	0	1
COG0198_3	
COG0200_5	0	1
COG0200_7	
COG0200_3	0	1
COG0200_9	0	1
COG0201_15	
COG0201_5	0	1
COG0201_3	0	1
COG0201_7	0	1
COG0201_9	
COG0201_13	0	1
COG0201_11	0	1
COG0201_19	0	1
COG0201_21	0	1
COG0201_17	
COG0201_25	0	1
COG0201_23	
COG0244_9	0
COG0244_3	0	1
COG0244_7	1
COG0244_5	0	1
COG0256_3	0	1
COG0504_5	0	1
COG0504_3	
COG0504_7	
COG0504_29	0	1
COG0504_9	0	1
COG0504_11	
COG0504_19	0	1
COG0504_17	0	1
COG0504_13	
COG0504_15	0	1
COG0504_21	
COG0504_23	0	1
COG0504_25	
COG0504_27	0	1
COG0504_33	0	1
COG0504_31	0	1
COG0504_37	0	1
COG0504_35	
COG0532_11	0	1
COG0532_13	0
COG0532_15	0	1
COG0532_9	0	1
COG0532_5	0
COG0532_7	1
COG0532_3	1
COG0541_7	0	1
COG0541_9	1
COG0541_5	0	1
COG0541_3	0
COG0541_17	1
COG0541_19	0
COG0541_15	0
COG0541_13	0	1
COG0541_11	1
COG0541_21	0	1
COG0541_23	1
COG0541_27	0	1
COG0541_25	0
