1.244394304847580845e-01,1.236893722251179301e-01,1.362799417180093620e-01,1.405620598667471077e-01,1.423613934221497623e-01,1.373374845829822000e-01,1.425978615050255693e-01,1.400191720136261531e-01
1.268203406966607050e-01,1.383498945756881371e-01,1.394511307974349856e-01,1.387617868718620251e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.393129756140272513e-01
1.385302224116457537e-01,1.355593500403907969e-01,1.385302224116457537e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01
2.543541570573200697e-02,8.296335815426766902e-02,8.413482869050366297e-02,1.261339990728041482e-01,1.283947377879379459e-01,1.329787429485901895e-01,1.347666427973641945e-01,1.347666427973641945e-01
1.297894771626459942e-01,1.331223235861091758e-01,1.412171528361416128e-01,1.425978615050255693e-01,1.413228633442297766e-01,1.392243270012273881e-01,1.425978615050255693e-01,1.398504357649585084e-01
2.381976780665898824e-02,7.160946827157095573e-02,6.809287988782337930e-02,1.381495556408722236e-01,1.267460902628188002e-01,1.211831392906318750e-01,1.331525674271351045e-01,1.291796312907116662e-01
1.251144662168610922e-01,1.392931570472596414e-01,1.361866327778024077e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.381495556408722236e-01,1.415487236492468659e-01,1.338463571785463435e-01
7.775238971273109971e-03,2.399562501631718678e-02,4.920174417807893913e-02,1.104144808810684913e-01,1.022212618280807783e-01,1.256353790993071651e-01,1.114633661919017249e-01,1.177867908765314886e-01
3.480645176762453552e-02,7.149306914068133401e-02,8.466569159561110336e-02,1.321267545909455832e-01,1.292853541539866480e-01,1.298612769079826590e-01,1.349668411861805750e-01,1.238538817302992506e-01
1.395894294900994759e-01,1.384184515844995578e-01,1.344336697871367781e-01,1.394511307974349856e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.391060088909104042e-01,1.389682118048776449e-01
9.587696866197309778e-03,5.137896101059026555e-02,4.387653357097803103e-02,1.206648744609676444e-01,1.280335770961926467e-01,1.188728961468518003e-01,1.260407483719959143e-01,1.158430058829435644e-01
4.648154976416894735e-02,8.308399459696236278e-02,7.619114310886133945e-02,1.386011496678398458e-01,1.355288139655095314e-01,1.369535984563642339e-01,1.314448346817596314e-01,1.336199615531996621e-01
1.338829093238553258e-01,1.350204050981320125e-01,1.325685251296174205e-01,1.378437123961830102e-01,1.402657231485458234e-01,1.386896577694265165e-01,1.377788652361955635e-01,1.425978615050255693e-01
3.829579761586855008e-02,7.229570938908370936e-02,9.391506473776396746e-02,1.331927127544898504e-01,1.346401007999485366e-01,1.338829093238553258e-01,1.269676418260329287e-01,1.285851814622404055e-01
3.243333937747366891e-02,9.832421158254756044e-02,8.137563136180475665e-02,1.422445812891902084e-01,1.264455153584133351e-01,1.266327827240963377e-01,1.215570504280316239e-01,1.276995166983057595e-01
1.345667554574974389e-01,1.414705893862230612e-01,1.393129756140272513e-01,1.384184515844995578e-01,1.400051881781078089e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01
2.382593384458833383e-02,7.632167953111412828e-02,8.995185365705729574e-02,1.362420727899814332e-01,1.373937849304441849e-01,1.278256265652626955e-01,1.224583263532967314e-01,1.246500569373733824e-01
1.343007219878651071e-01,1.406312624723032312e-01,1.386243469104339043e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.392439490985592776e-01,1.425978615050255693e-01,1.425978615050255693e-01
5.829622875605196437e-03,3.313728228261318687e-02,3.221864728659823429e-02,1.095025394494312243e-01,1.021586415185464780e-01,1.070846334212826600e-01,1.223639210211906192e-01,1.012340698963801189e-01
2.390666485296249338e-02,8.758947885001834577e-02,9.008001375524161969e-02,1.254075099281019567e-01,1.199730420251974017e-01,1.283952714772702841e-01,1.397073044603852898e-01,1.283952714772702841e-01
3.451809463242420939e-02,8.590391757433755993e-02,1.064701312238744840e-01,1.299896243703588250e-01,1.276365106538545624e-01,1.222775219921429790e-01,1.255753813817530595e-01,1.354352355139667730e-01
1.295442017188020711e-01,1.213005851946883928e-01,1.309088911699776980e-01,1.398390036213402465e-01,1.425978615050255693e-01,1.390014282929666889e-01,1.425978615050255693e-01,1.394195524511867290e-01
5.305514944561511015e-02,8.304759171951775487e-02,1.059686462441201960e-01,1.425978615050255693e-01,1.356097527308312289e-01,1.300810168051422522e-01,1.369002754990258641e-01,1.372899324114537634e-01
1.425978615050255693e-01,1.297971529703404181e-01,1.380760113316643611e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01
6.100191379609309211e-02,9.350797744122242572e-02,1.081260974159334587e-01,1.409451641546341227e-01,1.289222705715278583e-01,1.361063680524014219e-01,1.361063680524014219e-01,1.299237519818116082e-01
1.398627054450607689e-06,2.999157066027744378e-04,4.394224489482927349e-04,4.092155459923314809e-02,5.651896673850795999e-02,3.294031092506603808e-02,4.656468224975596898e-02,3.284189178127319697e-02
1.398627054450607689e-06,2.999157066027744378e-04,4.394224489482927349e-04,4.092155459923314809e-02,5.651896673850795999e-02,3.294031092506603808e-02,4.656468224975596898e-02,3.284189178127319697e-02
4.202963393828223305e-05,1.672189520369484839e-03,5.165303006456794729e-03,6.921931400049979866e-02,6.367089000734023341e-02,7.303569703367900068e-02,7.050535407927570331e-02,7.043004350411674608e-02
5.738257866667586388e-02,1.116772914590477839e-01,1.099608080103468138e-01,1.345151773449104471e-01,1.384947730411592859e-01,1.343241434674687373e-01,1.384947730411592859e-01,1.384947730411592859e-01
3.619278445476947510e-05,3.580748897904812919e-03,4.233381491227861809e-03,7.657030546605105015e-02,5.908912921733477236e-02,6.020927275488265062e-02,7.783200694558577160e-02,6.200520783245130202e-02
4.127555411810779340e-02,9.591170957063568925e-02,1.046120725131319956e-01,1.380760113316643611e-01,1.246500569373733824e-01,1.315403028527221130e-01,1.367828130700038392e-01,1.369861500013626054e-01
6.042652736081689097e-02,1.066786984196182314e-01,1.088414568667243482e-01,1.310860087594891699e-01,1.336379942967293455e-01,1.358380266523091240e-01,1.382813677887592685e-01,1.317354831833242035e-01
4.367097295680160383e-03,4.415672560117465950e-02,4.887274353897805984e-02,1.123464363865133292e-01,1.316188949441697009e-01,1.049699285292279571e-01,1.167033534906602443e-01,1.237810180215390965e-01
4.943743499102779687e-02,9.287812944873734267e-02,1.031893483735988742e-01,1.330156017699146154e-01,1.290103842862354022e-01,1.339232121214238846e-01,1.324998401145403293e-01,1.336631972247698530e-01
8.802556474948322607e-02,1.122680935587070938e-01,1.206116340588848090e-01,1.367343638934552241e-01,1.338978527979224620e-01,1.380151605318351571e-01,1.393085584893485607e-01,1.396338801737810331e-01
6.886540570863849964e-02,1.032974148896515787e-01,1.067559802119125573e-01,1.359483218368911506e-01,1.326540377915936819e-01,1.292042592702105919e-01,1.353829317395274789e-01,1.362634641127041801e-01
3.496821802997850809e-02,8.718103951484493241e-02,8.700183886008949763e-02,1.357084851474190113e-01,1.275503442033056600e-01,1.321868262395838600e-01,1.282886606490918346e-01,1.275503442033056600e-01
5.844887136031203662e-02,8.302363783853553003e-02,9.503554332884078804e-02,1.358604086225978780e-01,1.246834393864938995e-01,1.261043989392792442e-01,1.384947730411592859e-01,1.302848902065427694e-01
1.341015584716737097e-01,1.347666427973641945e-01,1.369183358667357686e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.403526471928403796e-01,1.425978615050255693e-01
4.614644331561116447e-04,1.083513561762705982e-02,1.705747802633847399e-02,1.087997842176965657e-01,7.471116102117289492e-02,1.170381979025567759e-01,1.066023999434581038e-01,8.739054352208491805e-02
2.227644470967280344e-03,2.186615902557328961e-02,2.976559288587845784e-02,1.198468458267917258e-01,1.080916760767261925e-01,9.727452924193871753e-02,1.026269613271399983e-01,1.120059471833554088e-01
1.273219196127004238e-01,1.356364744624278529e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.419626154047466948e-01,1.425978615050255693e-01,1.425978615050255693e-01
7.698575616626350537e-02,1.070971188101372124e-01,1.199522631380161297e-01,1.425978615050255693e-01,1.361746444415019297e-01,1.400746100024612140e-01,1.307625555129766359e-01,1.397971442464177039e-01
7.365471040164776884e-02,1.104783010495349466e-01,1.163752211567604528e-01,1.371679834042620894e-01,1.399085671561295929e-01,1.383205429381003104e-01,1.403352583314491364e-01,1.407633166535379454e-01
8.554182580407234066e-05,4.822868560964155456e-03,9.213657203880907046e-03,8.622391690751517179e-02,8.646158307521123465e-02,6.996948751979524539e-02,7.529831766184516550e-02,7.975383512293313104e-02
2.890049078471303504e-02,8.281215376002892814e-02,9.325804824553775296e-02,1.394865244647318092e-01,1.221065067110123636e-01,1.384837863036689487e-01,1.361732955486181784e-01,1.230343361086686654e-01
5.206527219875876911e-02,8.083043311337059778e-02,9.684890151186953400e-02,1.337960364192232743e-01,1.364462254292206633e-01,1.365008801323083498e-01,1.355206014323028507e-01,1.358465413844128777e-01
5.789941500614292046e-04,1.306533652887432312e-02,1.924424441386956425e-02,1.208301598683371031e-01,9.017681857422253644e-02,9.756355600683976059e-02,8.349516404228438105e-02,9.989253362526787083e-02
6.837661288095239764e-02,1.027377923190227887e-01,8.192773951156262502e-02,1.350336431916157320e-01,1.347666427973641945e-01,1.411202312784486101e-01,1.364445677567399928e-01,1.321267545909455832e-01
5.993976677718182433e-02,1.127514547867711908e-01,1.066786984196182314e-01,1.395894294900994759e-01,1.299896243703588250e-01,1.393129756140272513e-01,1.418922187363258203e-01,1.261962282283265735e-01
4.011818779731090440e-02,8.067146543404274395e-02,8.657199396142684078e-02,1.301824449616421353e-01,1.270708708612385274e-01,1.317354831833242035e-01,1.355693600334103299e-01,1.291577350967740290e-01
1.347666427973641945e-01,1.365797922713333501e-01,1.353012499874285957e-01,1.425978615050255693e-01,1.411202312784486101e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01
2.415060342592376195e-06,3.386556267131720700e-04,3.398992300059228426e-04,3.318581158121748642e-02,2.558552431961543666e-02,4.488180970529030006e-02,5.693293477886286758e-02,3.710843865316083151e-02
3.859805794604877216e-02,7.504696187322251744e-02,9.614543563525761172e-02,1.129175251859423079e-01,1.222173160512072115e-01,1.245886264034340163e-01,1.404918824932091803e-01,1.330445145064621248e-01
1.329130054514059689e-01,1.356364744624278529e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.338364366404443950e-01,1.425978615050255693e-01,1.425978615050255693e-01,1.425978615050255693e-01
5.327638671440980064e-03,3.530224138612705898e-02,4.417415119906743098e-02,1.234610180234291393e-01,1.065688376036207363e-01,1.130073530804564935e-01,1.370973370983556983e-01,1.046257033360358524e-01
3.496778693466749688e-02,6.704814896238601996e-02,9.933594291764695494e-02,1.278887304229157917e-01,1.354352355139667730e-01,1.245272275902641196e-01,1.363095361127413807e-01,1.265703280024084443e-01
2.184957379076534877e-03,2.261017781616136979e-02,3.319850771317087168e-02,1.360617334457345784e-01,1.069486897508787615e-01,1.001187212330433007e-01,9.035819442034823123e-02,9.124851015620853711e-02
8.660028845456933799e-03,3.975357470639399871e-02,3.807194210875515517e-02,1.223361760004994386e-01,1.186354613393093005e-01,1.039960524783228590e-01,1.159369944583972661e-01,1.264538769998101997e-01
6.235542631836424321e-02,1.090548965577107371e-01,1.136959172047054129e-01,1.425978615050255693e-01,1.414004427648947182e-01,1.280782379036621565e-01,1.425978615050255693e-01,1.348333410077453554e-01
6.005394001147675020e-02,1.043566813270281196e-01,8.304378067254918061e-02,1.377344530266836065e-01,1.309565269923896602e-01,1.219167519403968614e-01,1.367828130700038392e-01,1.377344530266836065e-01
3.519393986339517955e-05,4.004120326818651904e-03,5.955939690962293830e-03,7.712682847983423629e-02,7.241912557159808916e-02,7.397377559368722988e-02,8.420480464164362133e-02,6.911464027299427104e-02
