15	10.3314	7.6365	19.7723	18.9416	7.50803	4.83942	15.8511	9.13139	14.5285	11.7139	
17	6	6.61765	13.6324	15.5882	3.36765	1.83824	11.0588	4.04412	10.1618	5.97059	
3	2.3	1	11.2	14.2	1.8	0	3.9	3	0	1	
5	0	0.923077	0	0.589744	0.666667	0	1.57692	0.512821	0.974359	0.525641	
9	1.92308	0.628205	6.66667	3.52564	1.5	0.717949	1.15385	2.08974	1.55128	0	
7	5.85987	6.63057	16.5032	10.586	4.66242	3.84076	6.13376	9.42038	11.0637	5.94904	
11	2.53846	6.20513	6.97436	6.44872	4.17949	4.87179	5.39744	4.98718	9.96154	7.9359	
13	1	0	7	1.75	2	0	1	2.75	0	0	
33	4.14103	1.38462	2.53846	6.25641	0	0	1.39744	1	5.21795	3.41026	
19	2.81818	0.781818	13.8	11.5636	2.50909	0	7.25455	6.27273	3.70909	1.98182	
23	1	0	10.1111	4.88889	2	0	7.55556	6.88889	4.88889	2	
21	1	0	0	0	0	0	2	1	0	0	
29	7.07692	7.84615	9.8	8.98462	1.95385	6.16923	10.2154	2.06154	7.8	7.78462	
25	4.53846	0	2.46154	7	0	0.923077	3.46154	2	3	0	
27	1	7.44444	12.8889	1	4	4	3.66667	3.88889	7	8.11111	
31	1	0	1.92308	1	0	0	2	0.0769231	0	0	
35	0.320513	0	0	0.75641	0	0	0.794872	0.551282	0	0.512821	
39	3.41538	0	5.6	3.36923	2.18462	0	2.15385	2.47692	0	0	
41	3.66154	0	4.84615	8.06154	1.81538	0.938462	4.89231	1.38462	3.43077	1.09231	
37	5.08333	0	6.75	11.5	2.83333	1	5.16667	0.916667	5.83333	2	
45	1.24359	0	3.12821	3.53846	1.82051	0	2.28205	0.769231	0	0.0512821	
43	6.50847	15.9322	28.678	17.5932	5.0339	3.84746	16.8644	11.7966	19.8475	9.18644	
61	7.14286	8.28571	27.5714	16.7143	4.57143	3.85714	16.5714	9.85714	18.2857	10.1429	
47	3.16901	6	18.8732	6.46479	5.6338	3.97183	6.61972	3.40845	10.8873	8.04225	
51	2.2381	9.39683	16.6508	8.61905	2.12698	2.07937	3.66667	6.74603	8.8254	13.3492	
49	5.33333	17.4667	24.2667	14.0667	5	3.4	14.2667	11.8667	16.2667	12.5333	
53	11.5897	7.92308	19.4615	18.9872	3.87179	8.61538	13.3462	8.58974	10.5	8.5	
57	3.26667	6.73333	21.4667	16.4	2	3.13333	4	7.86667	10.8667	10.3333	
59	3.28205	0.846154	6.47436	5.24359	0.730769	1.28205	8.88462	4.02564	4.97436	3.37179	
55	4.32143	8.57143	23.9464	20.125	6.19643	4.94643	13.9643	10.25	17.6786	9	
63	6.05981	5.12056	14.6636	10.6636	2.9757	2.5514	6.95701	6.56636	8.26449	4.83178	
69	1	6.33333	18.6667	3.5	5.66667	3.16667	6.33333	7	14.6667	10	
65	0	7	6.25	0	2	5	2	2	7	8	
67	0	0	11	4.75	2.25	0	5	5	5	2	
