113	0.7	4.86667	12.2	8.23333	1.23333	3.8	6.8	6	10.0667	14.0667	
3	0	1	0	1.5	1.79167	0	2.79167	0.166667	2	0.5	
11	3.25	7.58333	17.25	11.6667	1.29167	0	9.16667	10.8542	7.85417	10.8333	
7	0	6.40909	7.65152	0	0.363636	0	1.57576	1.0303	2.59091	4.18182	
5	1	7.33333	3.19444	2	0	0	2.86111	3.16667	2.58333	4.86111	
61	0.888889	2.66667	11.9444	6.11111	1.66667	0	11.5185	6.05556	5.53704	2.66667	
63	5.13725	0.490196	8.2549	9.29412	0.411765	0.862745	9.92157	4.21569	14.8824	5.7451	
9	15.0833	2.08333	16.8958	20.75	3.02083	0.395833	18.0625	11.8125	21.0208	6.35417	
37	6.84848	4.21212	6.36364	7.69697	2.90909	0.333333	3.75758	4	5.33333	0.969697	
19	6.22222	3.55556	13.5556	7.44444	2.11111	0	3.77778	9	21.5556	6.77778	
13	6.66667	3.44444	12.6111	9.5	3	0	2.55556	9.16667	16.7222	6.38889	
15	13.1667	11.3333	29	23.3333	6	0.666667	14.8333	11.1667	8.5	8.66667	
17	4.45098	7.11765	19.4314	7.88235	1.09804	1.86275	4.4902	7.33333	21.4902	5.09804	
57	6.22222	2.7037	11.037	10.963	3.07407	2.33333	15.4074	5	7.07407	3	
59	6.64706	3.03922	9.82353	15.451	2.5098	0.784314	12.6667	3.33333	3.45098	1.03922	
21	2.76471	0	0.588235	2.98039	0.411765	0.352941	1.58824	0	1.33333	0.823529	
25	7.5	9.34615	19.5	15.4615	6.19231	7.07692	15.3077	4.5	10.4231	9.11538	
27	0.833333	0.769231	5.29487	1.64103	0.974359	0	2.01282	6.05128	2.76923	2.42308	
23	7.55882	7.97059	20.0882	16.8235	7.26471	5.97059	15.3235	11.4412	17	10.8529	
53	0.790123	0	1.2716	0.37037	0	0	1.65432	0.777778	0.037037	0.037037	
29	0	0	0	0.0277778	0	0	0.777778	1	1	1.02778	
31	0.375	3.375	10.125	8.45833	1	3.29167	5.54167	7.29167	16.0833	16.3333	
35	0	0	1.78333	1.23333	0	0	1.2	0.716667	0	0.0333333	
33	5.83333	2.83333	7.16667	7.55556	0.722222	1	7.22222	1.72222	4.72222	2.5	
97	0.555556	0	3.38889	2.16667	0.388889	1	1.88889	2.16667	2.83333	0	
99	0	0	0	1.03846	0.858974	0.115385	0.0512821	0	7.29487	0	
65	3.5	8.33333	20.5833	8.75	3	6	9.91667	5.75	21.9167	7.75	
67	2.74074	1	1.40741	2.88889	0.703704	2	7.11111	0	3.96296	0	
39	0.296296	0	2	0.333333	0.777778	0	0	0	0	0	
41	2	8.37037	16.4074	5.25926	3.40741	4.22222	4.51852	5.77778	13.4444	7.14815	
45	10.9091	2.0303	10.0909	11.0303	4.36364	2.72727	14.8182	2.0303	8.63636	1.18182	
43	9.92593	3.03704	4.07407	10.1481	0.851852	0.0740741	6.92593	2	5.2963	0.518519	
95	1.375	1	0	2.79167	0.0416667	0	1.08333	0.5	0.25	0	
55	3.41667	3	10.0833	10.5833	1	2.66667	5.41667	9.5	18.5833	14.4167	
51	11.5833	0	9.66667	8.33333	3.66667	2	10.1667	2.58333	2	1	
47	8.58333	0	8.25	9.33333	3.66667	1.58333	9.66667	4.58333	0.333333	1	
49	0	0	1.42424	0	0.348485	1.59091	0	0.924242	0.666667	0	
87	16.9333	4	18.8667	22.2	2.06667	1.66667	17	12.9333	23.8	14.1333	
101	8.75	3	5.16667	16.3333	1	0	8.41667	2.83333	5.5	0	
103	1	0	0	0	0.627451	0	0	0	1.21569	0	
73	7.47436	5.69231	12.7308	7.03846	2.46154	0.884615	6.48718	5.47436	4.25641	5.41026	
75	7.15385	0.589744	17.4103	16.1795	1.66667	2	13.7436	4.66667	8.15385	6.02564	
71	14.931	6.41379	21.2759	22.3448	9.48276	2.17241	15.931	13.3793	14.2414	10.8621	
105	5.10256	0.74359	17.8718	15.8718	1.76923	0.025641	8.30769	2.5641	4.74359	3.10256	
69	10.4583	6.6875	20.3333	13.9375	3.0625	2.10417	14.25	3.875	7.47917	6.16667	
77	0	0.414634	0	0	0	0	0	0	0.390244	1.76829	
107	13.2	6.8	30	13.6	6	3	14.8	15.2	10.2	10.4	
109	11.8333	6	21	13.6667	5	2	13.8333	6.33333	4.66667	8	
79	2.50633	0.101266	4.5443	3.91139	1.37975	2.01266	2.01266	3.65823	3.16456	1.29114	
81	0.115385	0	0	0.448718	0	0	4.37179	0.833333	3.9359	1.74359	
85	11.2308	5.78846	20.7885	11.5192	7.44231	3.80769	16.4423	7.15385	12.6346	9.09615	
83	0	0.0128205	0	1	0	0	2.20513	0	0	0	
91	8.27778	0	6.75	9.83333	3.36111	0.472222	7.30556	4.19444	4.05556	0.416667	
93	1.02778	0	1.83333	1	0.194444	0	0.833333	1.66667	0	0	
89	8.36667	0.633333	5.66667	11.6	4.43333	1.43333	9.13333	6.7	1.63333	0.933333	
115	2.81818	9.27273	17.9697	6.42424	2.84848	4.09091	6.36364	5.21212	13.4848	8.51515	
117	0.458333	8.45833	14.375	5.375	2.20833	4.20833	5	4.70833	10.9583	7.20833	
111	14.8125	6.8125	27.0625	12	7.5625	2.8125	19.3125	18	16.125	11.625	
