9.458007139131753560e-02,1.520134184320545423e-01,1.690520887113467485e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.677391031073081074e-01
9.258794593724323230e-02,1.193121652897169149e-01,1.064513223728271452e-01,1.563979341490038255e-01,1.717108920766008406e-01,1.419779730995616718e-01
1.275011978269704159e-02,2.687477089207148187e-02,2.682149674906980641e-02,1.183493953177899710e-01,1.458695894694383155e-01,1.157828331297645619e-01
1.485231983898267771e-01,1.615438178911649536e-01,1.666532074337666591e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.621732883446574125e-01
7.071315211034395753e-02,1.189143630259763967e-01,1.360406172705862782e-01,1.620789181039363480e-01,1.588276864352678452e-01,1.308358281327745842e-01
1.129727380001968734e-01,1.510353026910370988e-01,1.613345603062569522e-01,1.572094386410939071e-01,1.717108920766008406e-01,1.717108920766008406e-01
1.151425229194645572e-01,1.655747865504709759e-01,1.568031290286875101e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.498703781149081649e-01
3.286053290474415245e-02,1.058845279491028718e-01,5.719474818735062471e-02,1.441459329295727843e-01,1.353028199710578083e-01,9.864487106015812357e-02
9.587478987510289485e-02,1.227367414122381012e-01,1.160020322573650647e-01,1.327665131005026922e-01,1.717108920766008406e-01,1.542862926776852051e-01
1.084880247337306619e-01,1.660052667892184530e-01,1.717108920766008406e-01,1.357384549484328129e-01,1.717108920766008406e-01,1.651454909500370272e-01
1.441868929494183882e-01,1.329836836773452269e-01,1.378441980828857272e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.578210082162952166e-01
1.533942508752816902e-01,1.494841934011844620e-01,1.483318177723687015e-01,1.692719694064523661e-01,1.717108920766008406e-01,1.717108920766008406e-01
5.910297576715609850e-05,3.104696648220874760e-04,3.104364124156316820e-03,1.175490983078265883e-02,2.533304059221640203e-02,6.139054366493634091e-02
3.805950336063022160e-02,1.025525494541679045e-01,1.363333637625716577e-01,1.717108920766008406e-01,1.574959408372978709e-01,1.333255713955842914e-01
8.358721504581539952e-02,1.175058918693924759e-01,1.520134184320545423e-01,1.717108920766008406e-01,1.555908757207151716e-01,1.717108920766008406e-01
1.533942508752816902e-01,1.531960440294679315e-01,1.636522276584127800e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.586403555218752759e-01
1.299554424920416895e-01,1.717108920766008406e-01,1.441868929494183882e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.645037529191035741e-01
9.970004775356390569e-02,1.481406990393109580e-01,1.541891836488726020e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.717108920766008406e-01
1.218825456030817262e-03,1.674049490309421559e-02,3.108795189522150365e-02,1.057933723937142106e-01,9.710134918094916190e-02,7.195416373814318700e-02
1.217667130472061682e-01,1.434466054118307410e-01,1.460555698366898525e-01,1.336667269017890181e-01,1.717108920766008406e-01,1.717108920766008406e-01
1.520025558365782202e-04,2.514308183087020734e-04,1.105821194339510691e-02,4.949850892219973680e-02,6.797801079508758448e-02,5.640118261976440756e-02
1.500638676666527505e-01,1.615438178911649536e-01,1.668697949566891048e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.657898699808587062e-01
3.690368831450410725e-02,1.649387457422174172e-02,9.798012331829027144e-02,1.224534507020478558e-01,1.717108920766008406e-01,1.274560734650169447e-01
1.108465053957939234e-01,1.514257445996624596e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.717108920766008406e-01
1.203795603979411627e-01,1.299554424920416895e-01,1.390886931629054524e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.717108920766008406e-01
1.136511823537124100e-01,1.069317598100441441e-01,1.385899088627524922e-01,1.388349479412284981e-01,1.717108920766008406e-01,1.556561843692814695e-01
1.378441980828857272e-01,1.498703781149081649e-01,1.570061522147623290e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.623837009449020374e-01
1.438162432132665258e-01,1.289624285136974913e-01,1.590517215535867945e-01,1.479498418133285975e-01,1.717108920766008406e-01,1.717108920766008406e-01
3.307595570456112882e-03,4.838608582027185447e-03,4.197464531931253962e-02,4.764738891672518767e-02,8.295612460152074208e-02,9.893460514613958146e-02
4.048028432283377887e-02,1.103937456782595472e-01,9.160795032659076187e-02,1.429733723227348263e-01,1.390573698785575185e-01,1.645498388651454591e-01
3.676154278813958953e-02,5.317639830733184025e-02,8.885241433866401806e-02,1.503004477026838870e-01,1.529351112823503778e-01,1.443763786051313891e-01
1.111217694323598237e-01,1.055097547352158993e-01,1.308155734977156648e-01,1.614381700934352237e-01,1.533544417798592407e-01,1.604879347226901287e-01
1.073460724845368558e-01,7.258839570184388856e-02,1.192019502720203655e-01,1.427994928985058254e-01,1.505454049966124530e-01,1.424413344995598962e-01
1.598778547411510154e-01,1.423437345683308541e-01,1.492913472701359601e-01,1.717108920766008406e-01,1.588458891441922594e-01,1.717108920766008406e-01
1.268383347425688090e-01,1.138354543970531846e-01,1.323043485659615992e-01,1.304549941782950362e-01,1.717108920766008406e-01,1.555908757207151716e-01
6.793432199293784023e-03,1.035126379512846077e-02,3.196878696407123160e-02,1.046910894441685502e-01,1.535413493826318365e-01,7.823150179524705761e-02
1.441868929494183882e-01,1.584350882132399552e-01,1.378441980828857272e-01,1.566004003499893715e-01,1.561957616071824317e-01,1.653599825138591384e-01
8.224805498058632147e-02,1.592578210508681369e-01,1.533942508752816902e-01,1.701545733405940564e-01,1.717108920766008406e-01,1.717108920766008406e-01
1.061984975721961821e-01,1.325934777268909792e-01,1.542939916765786734e-01,1.324117172240996398e-01,1.690999823467062846e-01,1.588497451071412825e-01
1.510353026910370988e-01,1.600850909141870726e-01,1.403449915150850602e-01,1.717108920766008406e-01,1.535925752381544496e-01,1.717108920766008406e-01
1.100030152185573762e-01,1.679271717727518487e-01,1.320491132369907006e-01,1.709946121873002767e-01,1.581902619370761931e-01,1.712330181244085814e-01
1.147050685499615141e-01,1.594642201989516506e-01,1.539900412310263866e-01,1.717108920766008406e-01,1.717108920766008406e-01,1.717108920766008406e-01
1.536424660157066080e-01,1.717108920766008406e-01,1.536424660157066080e-01,1.633157344569003133e-01,1.717108920766008406e-01,1.624101953721077407e-01
7.143918265320013672e-02,1.580254149897106775e-01,1.250700506017103364e-01,1.473788354131061740e-01,1.611256067301506945e-01,1.481406990393109580e-01
1.529982632820598709e-01,1.717108920766008406e-01,1.638646777233751239e-01,1.563979341490038255e-01,1.717108920766008406e-01,1.717108920766008406e-01
5.275124863597936004e-02,4.666943355163894608e-02,6.939967449375704367e-02,1.260768699009609528e-01,1.319356285392834227e-01,1.515676244731894440e-01
2.072101685872904456e-02,4.531564569619181415e-02,6.050081046256233080e-02,1.294374592263699830e-01,1.461594443920531949e-01,1.622852892287252324e-01
1.024474560689217321e-02,2.735550779876529462e-02,5.722575998852479084e-02,1.179346496699675423e-01,1.257822040613855996e-01,1.316717271155756486e-01
5.684926796921647985e-02,9.058450350912371218e-02,1.005319847146490253e-01,1.432276273451086324e-01,1.537377607310534133e-01,1.098270695608406511e-01
8.458727196795413905e-02,8.580916485015151196e-02,1.111092855000840873e-01,1.334816016936938021e-01,1.493241556350638488e-01,1.306981298410875847e-01
