v_idx, sample, gene, unitig, mask, mask_degen, haplos, X, X_est, R2, tau
12,0,COG0048,3,1.0,1.0,0_1,237.8980510810811,227.14415563966128,280.72003505962755,5.91029757671561e-05
12,1,COG0048,3,1.0,1.0,0_1,166.00415405405406,141.60709746214857,667.1170736757379,0.0003104696648220875
12,2,COG0048,3,1.0,1.0,0_1,93.4577664864865,95.0045374781311,36.90876429078707,0.003104364124156317
12,3,COG0048,3,1.0,1.0,0_1,59.099802162162156,41.13796677495325,331.9977601650969,0.011754909830782659
12,4,COG0048,3,1.0,1.0,0_1,40.99111527027027,22.913686113769664,330.48290436696544,0.025333040592216402
12,5,COG0048,3,1.0,1.0,0_1,21.369744094594598,29.60855356510751,73.25062162100042,0.06139054366493634
16,0,COG0048,11,1.0,1.0,1,5.650726081081081,4.280166565272581,2.6275761319181923,0.1299554424920417
16,1,COG0048,11,1.0,1.0,1,0.0,2.5111475113425956,6.575437731716563,0.17171089207660084
16,2,COG0048,11,1.0,1.0,1,3.531706351351352,1.8019109431273166,3.132493252198393,0.1441868929494184
16,3,COG0048,11,1.0,1.0,1,0.0,0.5756800317590023,0.35045516032561114,0.17171089207660084
16,4,COG0048,11,1.0,1.0,1,0.0,0.6075860862128056,0.38638941013016,0.17171089207660084
16,5,COG0048,11,1.0,1.0,1,0.8633057702702702,0.6142977781686271,0.08068952625900269,0.16450375291910357
17,0,COG0048,13,1.0,1.0,0,11.118334054054055,7.502186676645441,14.14760516823306,0.0997000477535639
17,1,COG0048,13,1.0,1.0,0,2.982331621621622,4.834696660410595,3.84738451167944,0.14814069903931096
17,2,COG0048,13,1.0,1.0,0,2.1713391891891893,3.1261028047064254,1.1071567931548514,0.1541891836488726
17,3,COG0048,13,1.0,1.0,0,0.0,1.5587789319688214,2.467437050295856,0.17171089207660084
17,4,COG0048,13,1.0,1.0,0,0.0,0.5804898088874485,0.35375135267918945,0.17171089207660084
17,5,COG0048,13,1.0,1.0,0,0.0,0.9213891838623316,0.8716714234784881,0.17171089207660084
14,0,COG0048,7,1.0,1.0,0_1,14.806998783783786,10.861462276646149,19.896127932024683,0.0835872150458154
14,1,COG0048,7,1.0,1.0,0_1,7.717426351351352,6.810630017293451,2.3667844033019168,0.11750589186939248
14,2,COG0048,7,1.0,1.0,0_1,2.459116621621622,4.539949887194806,5.108957422309181,0.15201341843205454
14,3,COG0048,7,1.0,1.0,0_1,0.0,2.017029531782741,4.168549282160054,0.17171089207660084
14,4,COG0048,7,1.0,1.0,0_1,1.9882190405405407,1.051685343979694,0.9616891427819688,0.15559087572071517
14,5,COG0048,7,1.0,1.0,0_1,0.0,1.401702022978597,2.057364356687248,0.17171089207660084
13,0,COG0048,5,1.0,1.0,0_1,31.81366216216216,18.569731977492243,176.97989301380775,0.03805950336063022
13,1,COG0048,5,1.0,1.0,0_1,10.53194864864865,11.576814902313822,1.7611819982001118,0.1025525494541679
13,2,COG0048,5,1.0,1.0,0_1,4.672045945945946,7.766912569889012,9.891881301944995,0.13633336376257166
13,3,COG0048,5,1.0,1.0,0_1,0.0,3.3631550631737923,11.391036691125958,0.17171089207660084
13,4,COG0048,5,1.0,1.0,0_1,1.7421256756756756,1.8732641768872897,0.04644916745465799,0.15749594083729787
13,5,COG0048,5,1.0,1.0,0_1,5.127383783783784,2.4205901419603384,7.370509842831893,0.1333255713955843
15,0,COG0048,9,1.0,1.0,,2.275978108108108,1.0524032776668095,5.06540739262243,0.1533942508752817
15,1,COG0048,9,1.0,1.0,,2.3021582432432433,0.617458447587568,4.069498026850467,0.15319604402946793
15,2,COG0048,9,1.0,1.0,,0.9679487702702703,0.4430506655137633,0.9097705245927956,0.16365222765841278
15,3,COG0048,9,1.0,1.0,,0.0,0.14157289762313816,0.08600392803631245,0.17171089207660084
15,4,COG0048,9,1.0,1.0,,0.0,0.14937044470396033,0.09470255508367559,0.17171089207660084
15,5,COG0048,9,1.0,1.0,,1.5958067702702705,0.15103582051009254,2.161647734254313,0.15864035552187528
18,0,COG0049,3,1.0,1.0,0_1,120.44795945945945,89.3621865974059,991.6244637406872,0.0012188254560308173
18,1,COG0049,3,1.0,1.0,0_1,50.62494594594595,55.710640326514884,36.88762578892863,0.016740494903094216
18,2,COG0049,3,1.0,1.0,0_1,36.341280405405406,37.376313776701174,6.370134539497613,0.031087951895221504
18,3,COG0049,3,1.0,1.0,0_1,9.88644527027027,16.184489839141733,41.10438701978619,0.10579337239371421
18,4,COG0049,3,1.0,1.0,0_1,11.668307094594594,9.014484495174978,7.61250917169617,0.09710134918094916
18,5,COG0049,3,1.0,1.0,0_1,17.97670945945946,11.648442295757965,40.87480983761233,0.07195416373814319
19,0,COG0051,3,1.0,1.0,0,6.984933513513514,7.586065687922298,2.1379173596671204,0.12176671304720617
19,1,COG0051,3,1.0,1.0,0,3.63634527027027,4.8782105104210425,2.2008162808612433,0.14344660541183074
19,2,COG0051,3,1.0,1.0,0,3.270088648648649,3.1618392318801014,0.3324838104150923,0.14605556983668985
19,3,COG0051,3,1.0,1.0,0,5.075191621621621,1.562830599656341,12.386974054682282,0.13366672690178902
19,4,COG0051,3,1.0,1.0,0,0.0,0.5987684282920444,0.3896643559023301,0.17171089207660084
19,5,COG0051,3,1.0,1.0,0,0.0,0.9354706385850518,0.9124421835566199,0.17171089207660084
20,0,COG0051,5,1.0,1.0,0_1,193.93330972972976,180.19170365342524,302.8219462183132,0.00015200255583657822
20,1,COG0051,5,1.0,1.0,0_1,173.8886754054054,112.34033925859373,3837.0255949150637,0.0002514308183087021
20,2,COG0051,5,1.0,1.0,0_1,60.58932297297298,75.3660288351814,241.86078165045802,0.011058211943395107
20,3,COG0051,5,1.0,1.0,0_1,26.03006640540541,32.64017078658167,49.80919165010443,0.04949850892219974
20,4,COG0051,5,1.0,1.0,0_1,19.187336945945948,18.172191958834564,3.53716115620429,0.06797801079508758
20,5,COG0051,5,1.0,1.0,0_1,23.19621985135135,23.48661494364624,3.6668562673673724,0.05640118261976441
21,0,COG0051,7,1.0,1.0,1,2.7207139189189187,4.011166388631873,3.1177886373666857,0.15006386766665275
21,1,COG0051,7,1.0,1.0,1,1.2295562702702703,2.3533252355650496,1.7735904059574805,0.16154381789116495
21,2,COG0051,7,1.0,1.0,1,0.5755365,1.688664444320807,1.503414993336452,0.1668697949566891
21,3,COG0051,7,1.0,1.0,1,0.0,0.5394977287392339,0.3223847287723706,0.17171089207660084
21,4,COG0051,7,1.0,1.0,1,0.0,0.5694021771398219,0.35545316805491217,0.17171089207660084
21,5,COG0051,7,1.0,1.0,1,0.7063412702702704,0.5756908977678753,0.04998326987592405,0.1657898699808587
23,0,COG0052,5,1.0,1.0,1,8.920814729729729,4.437088635194998,20.465708366083717,0.11084650539579392
23,1,COG0052,5,1.0,1.0,1,2.5375958108108105,2.603237651866841,0.14142550301032827,0.15142574459966246
23,2,COG0052,5,1.0,1.0,1,0.0,1.8679718427588978,3.5613622405151086,0.17171089207660084
23,3,COG0052,5,1.0,1.0,1,0.0,0.5968175904290143,0.36859667344655356,0.17171089207660084
23,4,COG0052,5,1.0,1.0,1,0.0,0.6298339044085841,0.4061793027735976,0.17171089207660084
23,5,COG0052,5,1.0,1.0,1,0.0,0.6368106000790857,0.41638420641297513,0.17171089207660084
24,0,COG0052,7,1.0,1.0,0,7.2203710810810815,7.4105729664487665,0.7010250959499015,0.12037956039794116
24,1,COG0052,7,1.0,1.0,0,5.650726081081081,4.781117198368602,1.0324194731958354,0.1299554424920417
24,2,COG0052,7,1.0,1.0,0,4.264199189189189,3.0875216354695816,1.507986692173878,0.13908869316290545
24,3,COG0052,7,1.0,1.0,0,0.0,1.5466723380061347,2.422428230159095,0.17171089207660084
24,4,COG0052,7,1.0,1.0,0,0.0,0.5672950635196858,0.3303452154968464,0.17171089207660084
24,5,COG0052,7,1.0,1.0,0,0.0,0.908179741955714,0.8390549873411288,0.17171089207660084
22,0,COG0052,3,1.0,1.0,0_1,32.49949108108108,37.53104076510808,30.62508938106887,0.03690368831450411
22,1,COG0052,3,1.0,1.0,0_1,50.97587594594595,23.39774815034927,762.8350263114438,0.01649387457422174
22,2,COG0052,3,1.0,1.0,0_1,11.480592972972973,15.697604716796816,18.86564661706754,0.09798012331829027
22,3,COG0052,3,1.0,1.0,0_1,6.8694286486486495,6.797228410638647,0.29074420812499513,0.12245345070204786
22,4,COG0052,3,1.0,1.0,0_1,0.0,3.7860295599197955,14.442501253153878,0.17171089207660084
22,5,COG0052,3,1.0,1.0,0_1,6.048252189189189,4.892222860493904,1.4963701794103539,0.12745607346501694
25,0,COG0052,9,1.0,1.0,0_1,8.404863378378378,16.769741437109783,71.6306704334168,0.11365118235371241
25,1,COG0052,9,1.0,1.0,0_1,9.66468418918919,10.454657763094968,1.3181163062531187,0.10693175981004414
25,2,COG0052,9,1.0,1.0,0_1,4.337389864864865,7.014054684232773,7.485428142027434,0.1385899088627525
25,3,COG0052,9,1.0,1.0,0_1,4.301398378378378,3.0371596580225697,1.6775248160771892,0.1388349479412285
25,4,COG0052,9,1.0,1.0,0_1,0.0,1.6916860150634478,2.8892590640624833,0.17171089207660084
25,5,COG0052,9,1.0,1.0,0_1,1.9797297297297298,2.185958895642262,0.08440376004760743,0.15565618436928147
26,0,COG0052,11,1.0,1.0,1,4.447337702702702,4.396174708718869,0.2862453268526674,0.13784419808288573
26,1,COG0052,11,1.0,1.0,1,2.7468736486486485,2.5792561341911564,0.13819652067247312,0.14987037811490816
26,2,COG0052,11,1.0,1.0,1,1.8050927702702704,1.8507457843200437,0.06006775474692558,0.15700615221476233
26,3,COG0052,11,1.0,1.0,1,0.0,0.5913431565178751,0.3606195169735896,0.17171089207660084
26,4,COG0052,11,1.0,1.0,1,0.0,0.6240009283652634,0.39719839080670843,0.17171089207660084
26,5,COG0052,11,1.0,1.0,1,1.1249132702702704,0.6309305105152473,0.25317138366480885,0.16238370094490204
27,0,COG0052,13,1.0,1.0,0,3.5840258108108114,7.1133613836928955,13.0326685501955,0.14381624321326653
27,1,COG0052,13,1.0,1.0,0,5.80768445945946,4.59035323597208,1.7265124110356445,0.1289624285136975
27,2,COG0052,13,1.0,1.0,0,1.5434852702702704,2.9636185186220247,2.123969729479959,0.1590517215535868
27,3,COG0052,13,1.0,1.0,0,3.0084913513513514,1.4858965732464176,2.3464068016152786,0.1479498418133286
27,4,COG0052,13,1.0,1.0,0,0.0,0.5434362344920874,0.30194408711851717,0.17171089207660084
27,5,COG0052,13,1.0,1.0,0,0.0,0.8714010691446328,0.771545672608085,0.17171089207660084
28,0,COG0052,15,1.0,1.0,0_1,91.72213986486487,95.68683032080507,43.7741832637104,0.003307595570456113
28,1,COG0052,15,1.0,1.0,0_1,81.53389527027028,59.653457818116905,491.0204461434566,0.0048386085820271854
28,2,COG0052,15,1.0,1.0,0_1,29.646149324324327,40.021646305519944,113.55976166098394,0.04197464531931254
28,3,COG0052,15,1.0,1.0,0_1,26.86228810810811,17.32979497294425,92.4853722374162,0.04764738891672519
28,4,COG0052,15,1.0,1.0,0_1,14.96654316216216,9.652627816982802,28.880449790718394,0.08295612460152074
28,5,COG0052,15,1.0,1.0,0_1,11.278727108108109,12.472910135197944,2.3589790309278253,0.09893460514613958
29,0,COG0060,3,1.0,1.0,0_1,30.446857567567573,19.82833320572343,114.45006532262602,0.04048028432283378
29,1,COG0060,3,1.0,1.0,0_1,9.005405405405405,12.36145700014904,11.98562001169535,0.11039374567825955
29,2,COG0060,3,1.0,1.0,0_1,12.884355135135136,8.293330813936638,21.417257282035678,0.09160795032659076
29,3,COG0060,3,1.0,1.0,0_1,3.703537297297298,3.5910997151683923,0.10031648400547648,0.14297337232273483
29,4,COG0060,3,1.0,1.0,0_1,4.268787297297298,2.000228453845595,5.178720501668728,0.13905736987855752
29,5,COG0060,3,1.0,1.0,0_1,0.8576587297297298,2.5846505457081257,3.0307176400158786,0.16454983886514546
31,0,COG0060,7,1.0,1.0,1,8.869565675675675,10.45385622250081,3.7557250163212967,0.11112176943235982
31,1,COG0060,7,1.0,1.0,1,9.94209,6.133209013066884,15.00417598739493,0.1055097547352159
31,2,COG0060,7,1.0,1.0,1,5.515798378378378,4.400978102959996,1.5072527430731952,0.13081557349771566
31,3,COG0060,7,1.0,1.0,1,1.2427600540540542,1.4060322723291572,0.08101468230292676,0.16143817009343522
31,4,COG0060,7,1.0,1.0,1,2.2812334054054055,1.483969982730304,0.6731122453176545,0.15335444177985924
31,5,COG0060,7,1.0,1.0,1,1.3619336756756757,1.5003592321289965,0.06368691044424156,0.16048793472269013
32,0,COG0060,9,1.0,1.0,0,9.584597837837837,16.36246542575595,48.2536840850733,0.10734607248453686
32,1,COG0060,9,1.0,1.0,0,17.790222162162163,10.559806805268694,53.27724269882811,0.07258839570184389
32,2,COG0060,9,1.0,1.0,0,7.422518918918919,6.816979971266682,0.8054913713568534,0.11920195027202037
32,3,COG0060,9,1.0,1.0,0,3.728284945945946,3.419035040715068,0.21596519091731026,0.14279949289850583
32,4,COG0060,9,1.0,1.0,0,2.6557654054054054,1.2490570266646532,2.0074407453820564,0.15054540499661245
32,5,COG0060,9,1.0,1.0,0,3.779361405405405,2.00412106947758,3.2041641253050717,0.1424413344995599
30,0,COG0060,5,1.0,1.0,0_1,32.58542283783784,34.57337104045987,8.448070152557943,0.03676154278813959
30,1,COG0060,5,1.0,1.0,0_1,24.471089054054055,21.553866128469174,10.443126866552529,0.05317639830733184
30,2,COG0060,5,1.0,1.0,0_1,13.523931891891893,14.460539895947816,1.794280792745364,0.08885241433866402
30,3,COG0060,5,1.0,1.0,0_1,2.6887770000000004,6.2615662954447915,13.006801117042071,0.1503004477026839
30,4,COG0060,5,1.0,1.0,0_1,2.3366784189189187,3.487667863102467,1.416749389258168,0.15293511128235038
30,5,COG0060,5,1.0,1.0,0_1,3.50501445945946,4.5066865378730085,1.1389494223849874,0.1443763786051314
47,0,COG0060,39,1.0,1.0,0_1,62.46284594594595,59.29894672816942,21.57018200972216,0.010244745606892173
47,1,COG0060,39,1.0,1.0,0_1,39.23817567567568,36.96838118106715,10.175373503849315,0.027355507798765295
47,2,COG0060,39,1.0,1.0,0_1,22.882729864864864,24.802174596942987,6.090769837991131,0.05722575998852479
47,3,COG0060,39,1.0,1.0,0_1,7.642449243243243,10.739603197905083,10.242448883223084,0.11793464966996754
47,4,COG0060,39,1.0,1.0,0_1,6.319143121621622,5.98191685090916,0.3681659242895027,0.1257822040613856
47,5,COG0060,39,1.0,1.0,0_1,5.382427743243243,7.729699386766398,5.880979135808882,0.13167172711557565
33,0,COG0060,11,1.0,1.0,1,1.4388422702702703,3.7247036900153856,7.770766824240001,0.15987785474115102
33,1,COG0060,11,1.0,1.0,1,3.793303648648649,2.1852593695669107,3.472099933658463,0.14234373456833085
33,2,COG0060,11,1.0,1.0,1,2.8253732432432432,1.5680662671519046,2.038469454240894,0.14929134727013596
33,3,COG0060,11,1.0,1.0,1,0.0,0.5009687114972197,0.3017468762566927,0.17171089207660084
33,4,COG0060,11,1.0,1.0,1,1.5696470405405407,0.5287376463753186,1.1366278028621422,0.15884588914419226
33,5,COG0060,11,1.0,1.0,1,0.0,0.5345772014749166,0.3410109022261097,0.17171089207660084
35,0,COG0060,15,1.0,1.0,0_1,72.74889608108109,78.22786528415229,49.417587006992306,0.006793432199293784
35,1,COG0060,15,1.0,1.0,0_1,62.20851567567568,48.76912158427789,189.0735008787603,0.01035126379512846
35,2,COG0060,15,1.0,1.0,0_1,35.712092432432435,32.7193193163749,13.019048709412722,0.03196878696407123
35,3,COG0060,15,1.0,1.0,0_1,10.103606391891892,14.167810366383303,17.622451791273164,0.10469108944416855
35,4,COG0060,15,1.0,1.0,0_1,2.256571824324325,7.891414795258508,32.18731156089911,0.15354134938263184
35,5,COG0060,15,1.0,1.0,0_1,16.20369608108108,10.197109993991,36.71332637125911,0.07823150179524706
34,0,COG0060,13,1.0,1.0,0,6.147781351351352,8.094940104603387,6.814907914377573,0.1268383347425688
34,1,COG0060,13,1.0,1.0,0,8.371440000000002,5.186588957937253,11.232350911496408,0.11383545439705318
34,2,COG0060,13,1.0,1.0,0,5.2844694594594595,3.375339311961214,4.187498231949424,0.1323043485659616
34,3,COG0060,13,1.0,1.0,0,5.572246891891893,1.6437416871910042,15.506634684388752,0.13045499417829504
34,4,COG0060,13,1.0,1.0,0,0.0,0.6600175086828981,0.49220290186258175,0.17171089207660084
34,5,COG0060,13,1.0,1.0,0,1.9882190405405407,1.0049822768651502,1.0302075015633234,0.15559087572071517
36,0,COG0060,17,1.0,1.0,1,3.531706351351352,4.205675082467598,1.5136497541312757,0.1441868929494184
36,1,COG0060,17,1.0,1.0,1,1.6219685405405406,2.4674434537744205,1.0910016494296844,0.15843508821323996
36,2,COG0060,17,1.0,1.0,1,4.447337702702702,1.7705507376242544,7.360353437631063,0.13784419808288573
36,3,COG0060,17,1.0,1.0,1,1.8574142702702703,0.5656605107321246,1.6931943623898282,0.15660040034998937
36,4,COG0060,17,1.0,1.0,1,1.9097357702702704,0.597012137571645,1.7466888875738098,0.15619576160718243
36,5,COG0060,17,1.0,1.0,1,0.7586627702702703,0.6036067459557535,0.049063467392404594,0.16535998251385914
37,0,COG0060,19,1.0,1.0,0,15.147095675675677,7.630548110899908,57.90351772889168,0.08224805498058632
37,1,COG0060,19,1.0,1.0,0,1.5173255405405406,4.912939005196169,12.061792776346019,0.15925782105086814
37,2,COG0060,19,1.0,1.0,0,2.275978108108108,3.179923418791865,1.0721188658494636,0.1533942508752817
37,3,COG0060,19,1.0,1.0,0,0.1831254540540541,1.5797660287993756,1.994522106187865,0.17015457334059406
37,4,COG0060,19,1.0,1.0,0,0.0,0.5954305912911976,0.37808924018241546,0.17171089207660084
37,5,COG0060,19,1.0,1.0,0,0.0,0.9387599866590418,0.9109562780287042,0.17171089207660084
39,0,COG0060,23,1.0,1.0,0,2.5899152702702706,4.805793891062894,15.873118315317743,0.1510353026910371
39,1,COG0060,23,1.0,1.0,0,1.4126825405405408,3.1014843259931895,7.422379964245742,0.16008509091418707
39,2,COG0060,23,1.0,1.0,0,4.081081081081082,2.0022059048823007,6.229309906603982,0.14034499151508506
39,3,COG0060,23,1.0,1.0,0,0.0,1.0041741806107867,1.489434653853361,0.17171089207660084
39,4,COG0060,23,1.0,1.0,0,2.2498183783783783,0.3668807794311706,3.6112669360175476,0.15359257523815445
39,5,COG0060,23,1.0,1.0,0,0.0,0.5886343575703465,0.5132319787548418,0.17171089207660084
38,0,COG0060,21,1.0,1.0,0,9.807235945945946,7.160601809841186,7.893735848629644,0.10619849757219618
38,1,COG0060,21,1.0,1.0,0,5.239864864864865,4.615652265996507,0.7379653402124142,0.13259347772689098
38,2,COG0060,21,1.0,1.0,0,2.157585810810811,2.9836862056515865,0.8453029010307119,0.15429399167657867
38,3,COG0060,21,1.0,1.0,0,5.267893378378379,1.4891836928022748,14.311046117897625,0.13241171722409964
38,4,COG0060,21,1.0,1.0,0,0.3082279054054054,0.5528448108819431,0.07356570909425307,0.16909998234670628
38,5,COG0060,21,1.0,1.0,0,1.569156608108108,0.8790476581326726,0.4952304088949974,0.15884974510714128
46,0,COG0060,37,1.0,1.0,0_1,45.6259272972973,43.142904861381965,12.646860504879545,0.020721016858729045
46,1,COG0060,37,1.0,1.0,0_1,27.9612395945946,26.896318403180505,3.9372450686180462,0.045315645696191814
46,2,COG0060,37,1.0,1.0,0_1,21.683562567567567,18.044803795528196,14.577733298214417,0.06050081046256233
46,3,COG0060,37,1.0,1.0,0_1,5.732440189189189,7.813590368479651,4.688726063926446,0.12943745922636998
