Haplo,0,2,3,4,5,6
0,2.8719083254042312e-06,1.5006331668138e-06,8.264039733711142e-07,2.957268959459517e-07,1.5033423689580183e-07,2.01778653863695e-07
1,2.718763338014468e-06,1.459064591684084e-06,8.186290528845271e-07,2.9474819945598017e-07,1.503239064624358e-07,2.0158133533669666e-07
