3	0.866667	7.15	8.73333	2.16667	0	0	3.58333	3.36667	2	10.0167	
5	3.8	0.833333	3.96667	3	2.76667	0.4	4.63333	0.4	7.7	2.83333	
55	1.8	0	1.85	0	2.03333	0	0.633333	0.8	0.5	0.1	
57	0	0	1.33333	0	0	0	1.06667	0	0.8	0	
7	3.33333	0	3.83333	0	2.88889	0	3	0	0.0555556	1	
9	1	4	4.66667	5	2	3	6.33333	2	6.66667	7	
11	6.03704	4.25926	6.48148	5	2.22222	4	7.44444	1.48148	7.44444	6.51852	
89	3.78125	2.71875	7.71875	4.875	3.59375	0.71875	7.875	2.625	13.4375	8.0625	
13	0	0	0	1.32812	1.78125	0	0.734375	0	0.734375	0	
15	6.7	1.2	9.5	4.6	2.9	0	9.7	3.1	11.3	8	
113	3	5	5	3.66667	0	1	6	1	7	4.33333	
115	2	0	1	0	1	4	3	1	7	0	
19	6.33333	0	7.88889	7.77778	2.66667	0.777778	9.66667	4	8.44444	7.22222	
17	4.7451	3.06863	7.60784	4.22549	2.57843	4.54902	8.64706	2.77451	10.3333	6.10784	
81	5.93333	0.6	5.93333	9.93333	2	4.26667	8.46667	6.93333	13.7333	0	
23	3.72917	0	0.583333	0.875	0.5	0.645833	0.416667	0	7.54167	0.9375	
25	3.10417	0	6.375	11.5208	1.77083	1.20833	9.29167	10.1667	4.85417	0	
21	4.08333	0	5.16667	12.4167	2	4	7.75	9.08333	14.3333	0	
131	6.47826	0.913043	9.91304	8	3.26087	0	4.95652	6.21739	12.4348	1.13043	
31	6	3.08046	14.4368	5.67816	6.5977	0.0574713	5.96552	10.0575	5.17241	2.17241	
27	8	1	10.2273	4.45455	2.45455	0	5.31818	5.09091	11.0455	1	
29	0.047619	0	0	2.85714	0.404762	0.52381	2.78571	2.09524	1	0	
65	2.42857	0	5	8.09524	2.33333	1.38095	4.28571	5.57143	5.28571	2	
67	12.3333	10.9048	17.4762	11	1	1.66667	18.9524	9.19048	11.4286	12.8095	
33	18.0523	10.8693	27.3791	20.7386	7.09804	6.50327	12.6601	11.2614	21.1242	14.9608	
41	5.47619	1.52381	5.09524	4.21429	3.54762	4.78571	6.5	4.78571	5.07143	3.28571	
107	0.984848	0.348485	0.166667	0.166667	0	0	1.54545	0	0.0151515	0	
39	7.51111	9.73333	15.1333	6.95556	2.73333	1.93333	15.3778	9.02222	12.2667	9.86667	
35	0.363636	0	2.69697	0.181818	0	0.181818	0	0	0	1	
37	3.71429	10.4286	16.8571	8.19048	3.09524	1	12.6667	11.9524	14.381	9.14286	
127	3	0	3	3.66667	2	4	6	3.66667	5	2	
129	0	0	0.333333	2	1	1	0	1	0	0	
43	3.75556	1	2.93333	0.955556	1.66667	1	3.51111	0.555556	5.88889	1	
45	8.48485	7.48485	18.697	12.2121	9.15152	4.57576	8.54545	13.7273	12.1212	5.84848	
47	1.52381	1.71429	6.28571	4.04762	5.5	4.90476	6.38095	3.88095	9.7381	8.92857	
109	7.16667	1	23.6667	9	6	0	10.1667	12.5	7	2	
111	5.53333	0.65	12.3	3.03333	3.18333	1.73333	8.8	7.05	9.25	1.55	
51	0.494253	0.149425	1.28736	3.01149	0	0	0.356322	1.22989	0.275862	0	
53	0.125	0	4.27778	1.13889	0.180556	0	0.652778	1.04167	1	0	
49	2	1	8.33333	8	1	0	2	3	0.166667	0	
119	1.33333	2.66667	6.53333	7.2	2	2	5.33333	2.26667	8.53333	7	
117	4.5	0	9.3	8.83333	1.26667	1.16667	12.0333	12.0333	5.26667	1	
133	3.41667	0	3.91667	4	2	0.375	3.45833	1	4.33333	1.95833	
135	2	0	3	2	2	0	3	1	4	2	
63	5.74074	7.11111	20.037	11.4815	5.55556	3	10.5185	11.6667	8.81481	8.59259	
59	4	11.2222	19.2778	11.0556	3.38889	3.05556	16.3333	14.1111	7.88889	13.0556	
61	1.72222	0	1.75926	0.518519	0	0	0.611111	0.259259	0.611111	0	
73	3.60606	0.181818	2.42424	2	0	0	5.66667	0	1.18182	0	
69	0	1.8	1.06667	0	0	0	0	0	0	0	
71	2	0	1.22222	1.75556	0	0	3.31111	0	0	0.311111	
79	1.36364	1.51515	5	0.939394	0.909091	2.51515	2.84848	2.84848	2.12121	10	
75	0	0	4	0	2	3	1	2	1	11	
77	1	0	0	1	0	0	1	0	1	0	
95	4.2381	10.7143	18.7619	13.6667	2.71429	0.0952381	14.4286	11.2857	14.619	11.7619	
97	2.36	4.4	14.44	15.16	3.08	0	11.84	9.6	16	3.52	
85	2.84848	0.287879	1.84848	2.0303	0	0.136364	2.15152	0	0	0	
87	4.77273	0.469697	3.92424	6.06061	1.78788	1.5303	1.75758	2.69697	4.87879	1.33333	
83	6.83333	2	5	6.66667	2.91667	4	7	4	6.41667	3	
91	0.952941	0	5.27059	0.776471	0.129412	0	0.811765	1	0	0.505882	
93	2.75	0	5.05556	3.80556	1.38889	0	4.27778	2	1	1.72222	
99	3.66667	0	1	0	2	3	2	0	2	1	
101	2	1	7	7.33333	1	1	6	5	6	0	
105	0.622222	1	3.13333	1.84444	0	0	3	3	3.37778	0.355556	
103	3.375	1.125	14.375	15	2	0	10	8.25	17.625	2.125	
123	0.717949	0.512821	0.282051	4.12821	0.538462	0	2.47436	0.910256	0	0	
125	13.6923	16.9103	21.6923	14.1795	7.10256	3.08974	14.6282	8.9359	19.1282	16.2179	
121	13.8273	9.7697	22.4879	22.8606	6.05455	2.88788	21.4697	9.14848	23.1091	11.0758	
