Haplo,0,2,3,4,5,6,8,9
0,1.2325416070993239e-05,3.0550699674455116e-06,2.444507160196523e-06,3.5062115691272184e-07,3.816176712910117e-07,4.2750327611544726e-07,3.477410081109642e-07,4.2299587262950014e-07
1,1.0152116093006504e-05,2.946884628482179e-06,2.3652061181684213e-06,3.4999954591938907e-07,3.8050371539039476e-07,4.2646851422783105e-07,3.4695352475392125e-07,4.2201717076177084e-07
