476435	6.26496	7.68376	17.6581	12.7607	7.93162	4.11966	11.0342	9.90598	13.188	10.6154	
440069	0.74359	7.62821	5.66667	6.66667	2.84615	3.29487	5.61538	3.30769	4.44872	7.07692	
429426	0.141026	0	0.935897	2.32051	1.71795	0	0.974359	0.692308	0	0.641026	
485718	6.58974	5.08974	16.5	12.2179	4.75641	1.4359	9.5641	7.42308	14.3462	9.26923	
90647	6.4359	1.10256	10.3974	11.0256	2.91026	2.44872	4.69231	5.08974	12.7179	3.02564	
481646	5.71505	3.16801	8.58333	7.61828	3.38038	1.7957	5.95161	4.41935	6.22984	3.87634	
523078	10.5568	7.11794	20.0317	19.342	6.16574	4.16449	14.6729	11.5909	17.1484	10.3153	
193660	5.05128	0.24359	6.42308	4.53846	3.79487	2.46154	7.4359	4.97436	8.57692	1.91026	
1302110	0	1.71795	2.44872	0	1.16667	0.448718	0	0.974359	3.24359	3.44872	
485716	5.34422	3.9397	10.7161	9.33668	4.72864	4.03518	4.89196	7.65829	11.6206	7.41206	
