contig_id,cluster_id
NODE_383_length_1747_cov_86.838922,2
NODE_384_length_1722_cov_54.564742,4
NODE_385_length_1717_cov_129.815854,2
NODE_386_length_1706_cov_72.531001,2
NODE_387_length_1690_cov_53.781773,4
NODE_388_length_1690_cov_33.375077,7
NODE_389_length_1684_cov_80.675171,4
NODE_390_length_1652_cov_2.809524,6
NODE_391_length_1649_cov_63.797710,7
NODE_392_length_1631_cov_92.469755,4
NODE_393_length_1623_cov_70.142950,4
NODE_394_length_1621_cov_72.176813,4
NODE_395_length_1596_cov_422.228440,4
NODE_396_length_1577_cov_11.656000,7
NODE_397_length_1576_cov_76.503002,8
NODE_398_length_1555_cov_10.356563,4
NODE_399_length_1544_cov_83.075665,4
NODE_400_length_1543_cov_13.511596,4
NODE_401_length_1521_cov_222.323407,4
NODE_402_length_1492_cov_4.458657,6
NODE_403_length_1487_cov_106.782270,2
NODE_404_length_1466_cov_40.171346,7
NODE_405_length_1449_cov_7.718659,4
NODE_406_length_1435_cov_100.998527,2
NODE_407_length_1385_cov_105.870795,2
NODE_408_length_1378_cov_20.159108,7
NODE_409_length_1351_cov_30.506279,7
NODE_410_length_1345_cov_78.018927,4
NODE_411_length_1336_cov_99.825258,4
NODE_412_length_1329_cov_3.269169,6
NODE_413_length_1326_cov_21.215372,5
NODE_414_length_1323_cov_78.374799,4
NODE_415_length_1302_cov_62.331429,4
NODE_416_length_1297_cov_151.793443,7
NODE_417_length_1295_cov_2.967980,6
NODE_418_length_1289_cov_63.732673,7
NODE_419_length_1279_cov_86.429285,4
NODE_420_length_1275_cov_21.965776,4
NODE_421_length_1234_cov_8.186690,1
NODE_422_length_1232_cov_67.669264,7
NODE_423_length_1230_cov_15.913270,4
NODE_424_length_1230_cov_6.549003,6
NODE_425_length_1229_cov_9.956597,6
NODE_426_length_1182_cov_71.043439,4
NODE_427_length_1182_cov_12.562896,7
NODE_428_length_1181_cov_83.126812,4
NODE_429_length_1173_cov_97.333029,7
NODE_430_length_1154_cov_16.950789,4
NODE_431_length_1147_cov_68.263551,4
NODE_432_length_1145_cov_13.779963,4
NODE_433_length_1136_cov_98.406043,4
NODE_434_length_1128_cov_89.715509,7
NODE_435_length_1119_cov_111.173704,3
NODE_436_length_1103_cov_61.966862,4
NODE_437_length_1093_cov_50.290354,4
NODE_438_length_1092_cov_65.864039,7
NODE_439_length_1091_cov_19.099606,4
NODE_440_length_1081_cov_4.418327,6
NODE_441_length_1073_cov_64.088353,4
NODE_442_length_1056_cov_88.948927,4
NODE_443_length_1050_cov_7.720452,6
NODE_444_length_1048_cov_19.501545,4
NODE_445_length_1047_cov_116.950515,4
NODE_446_length_1047_cov_69.457732,4
NODE_447_length_1042_cov_43.782383,4
NODE_448_length_1042_cov_7.702591,6
NODE_449_length_1038_cov_14.671176,6
NODE_450_length_1004_cov_38.327940,4
NODE_451_length_1004_cov_12.227616,6
