contig	sample1	sample10	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
NODE_258_length_3890_cov_31.951220	9.0254631	2.0336933	10.6201134	14.2726336	4.7728910	1.3490226	9.9729939	4.1566358	11.8461933	2.2716050
NODE_259_length_3886_cov_25.421896	3.1230690	6.5803294	9.4840374	4.2422762	1.4253347	2.0025747	4.5090113	3.1117406	13.3748713	8.5561275
NODE_260_length_3871_cov_33.005799	8.3246317	2.2822435	8.8133888	10.3967438	3.7394676	2.1643836	5.7909021	7.5761180	12.1907473	3.0098217
NODE_261_length_3855_cov_54.897565	8.1193876	9.2810793	18.6016083	6.3316894	4.2647285	3.8102777	8.2359200	8.0820141	14.7760191	11.9000778
NODE_262_length_3828_cov_133.189549	25.4840565	16.7914276	49.3821220	41.7033463	16.3183479	9.3695765	36.3789864	26.5114994	40.7537880	26.5577621
NODE_263_length_3826_cov_21.381168	0.7400628	5.5193515	7.0439329	1.8423117	1.3302824	3.2484310	4.3017783	7.6629186	8.2466002	6.1846232
NODE_264_length_3817_cov_11.830749	4.6322412	2.0419397	4.8306684	3.8083880	1.6107471	1.2964613	4.3769331	0.7077326	1.7284404	1.8052424
NODE_265_length_3803_cov_111.252550	21.3291245	14.6782427	44.8913460	33.7987366	14.0005264	8.9489613	30.3675346	21.7868977	35.0463028	17.9226513
NODE_266_length_3765_cov_74.372831	17.2883339	12.1419077	28.3871918	20.1355305	7.5099654	5.6922669	18.8562317	16.3420143	21.7177792	13.1668882
NODE_267_length_3761_cov_48.637079	51.4482574	1.1524341	18.4578342	18.1513691	2.5416334	2.9451983	3.1085396	2.9893589	2.2721469	1.9130088
NODE_268_length_3757_cov_42.714946	38.0298271	1.4780293	12.5062580	13.2916107	1.3443409	2.2346206	3.5749667	2.1081226	2.4559255	2.6727030
NODE_269_length_3725_cov_20.081414	2.8184259	1.2868655	7.8377652	6.5538545	0.9261348	0.1611603	2.2487242	6.0655384	6.0349183	1.6067687
NODE_270_length_3703_cov_23.477110	3.7195354	7.9705486	8.2507429	3.7695217	1.2545258	1.9827074	4.7803297	5.1348286	9.0259390	6.3574710
NODE_271_length_3701_cov_54.787252	8.1878881	8.0916462	15.9429579	17.8753719	7.5144634	4.0029736	13.4257908	12.5812378	21.4890518	8.9791832
NODE_272_length_3676_cov_9.038622	5.4346762	0.0000000	5.2607512	3.6981492	1.8298857	1.1815460	2.2125750	0.4888405	0.0000000	0.0000000
NODE_273_length_3660_cov_11.465811	10.5235100	0.0000000	6.2115912	5.2613449	1.5166758	0.7266266	1.2985238	0.1640241	0.0000000	0.0000000
NODE_274_length_3658_cov_29.083775	4.7412472	5.8963346	11.8728123	7.1228118	4.2513676	2.8301423	7.8492889	4.2158098	5.3966084	8.2672319
NODE_275_length_3653_cov_36.701063	5.8247056	6.1476307	14.0646400	9.0249243	5.2476034	2.0073953	9.7967682	10.3719530	9.9613800	7.0914817
NODE_276_length_3581_cov_9.273402	3.8834870	0.2514669	2.8868399	4.2905841	0.6250349	0.2506287	2.5096395	0.6669461	4.2539816	0.6272702
NODE_277_length_3567_cov_17.519484	14.7228613	0.0000000	8.9814863	7.4468441	3.2370267	1.4249649	2.7298737	0.2356241	0.1531557	0.0841515
NODE_278_length_3535_cov_22.406304	4.4508915	4.9954715	9.3107843	5.5394850	2.9663177	2.1149166	5.3750353	2.4129634	8.0755730	4.3668270
NODE_279_length_3532_cov_25.744139	8.3818693	2.8631728	13.7002831	5.6422095	4.1974506	4.3294616	8.1651554	2.9736545	4.8866854	2.2847025
NODE_280_length_3513_cov_114.734866	20.2685852	16.5653667	43.6710358	35.6260338	12.9028769	10.2127600	30.0375957	26.6989460	35.8140144	19.6172028
NODE_281_length_3451_cov_68.542976	13.7004929	8.9440422	27.4914474	21.8469124	11.2748623	5.7636995	19.2716732	10.2006378	21.2580452	12.5433455
NODE_282_length_3450_cov_93.404684	20.6879349	12.8053942	36.9115448	26.6571922	11.4074821	6.3065543	26.8126450	18.6006374	30.2270889	17.2157764
NODE_283_length_3447_cov_117.697923	23.2635708	14.6200294	42.9532661	37.2458649	13.9004354	8.6040640	33.7164001	23.6267052	35.7454300	24.2586365
NODE_284_length_3446_cov_71.176017	14.4018583	11.8179445	25.9111500	23.0055161	10.2447739	5.2958770	17.5159702	13.2906504	23.8522072	11.6100464
NODE_285_length_3444_cov_35.436590	13.8803024	1.7391052	12.3823357	18.1757698	5.3128996	1.5206275	9.1972694	4.3050551	8.9523535	2.2565370
NODE_286_length_3429_cov_3.984189	3.5398307	0.0000000	1.7931135	2.1391888	0.6127809	0.1750802	0.4374088	0.1750802	0.0000000	0.0000000
NODE_287_length_3332_cov_2.699232	2.1495495	0.0900901	2.0234234	1.0360360	0.4021021	0.1348348	0.2690691	0.0900901	0.0000000	0.0000000
NODE_288_length_3314_cov_8.062403	8.2774763	0.0000000	3.2581522	4.7551327	1.0857488	0.4978865	1.3097826	0.3405797	0.0000000	0.0000000
NODE_289_length_3309_cov_68.363243	17.2609615	73.7121277	16.0405197	13.8079834	4.3474450	4.4360447	11.1025095	6.1663136	13.0628967	12.4623528
NODE_290_length_3287_cov_78.700312	14.1016741	12.1181126	28.7150688	23.7278538	10.5668192	6.2243533	20.9741249	15.9768648	24.6012173	15.7038050
NODE_291_length_3256_cov_130.891790	32.2968636	17.4840202	48.4222488	38.8088493	14.7523050	10.9978485	36.0264282	27.7732029	36.7759666	26.4287033
NODE_292_length_3241_cov_112.614096	22.6180916	16.6304417	41.2247620	36.2716904	15.2790985	9.0987959	33.9632607	21.6415558	34.3112068	20.8724918
NODE_293_length_3224_cov_16.852240	4.4506516	1.6700807	6.9829297	4.3612661	3.4189944	1.9962757	2.6440098	4.9189944	5.0785227	1.4422718
NODE_294_length_3192_cov_63.861958	15.3470221	8.1539183	23.9225712	16.9545460	7.4363637	5.0188088	15.0921631	13.7125387	22.6523514	9.2326021
NODE_295_length_3173_cov_8.529716	8.3169346	0.0000000	3.5903502	3.2604856	1.4146956	0.2355724	0.6108483	0.3781142	0.0000000	0.0000000
NODE_296_length_3152_cov_4.695935	2.9412699	0.0000000	2.0926983	3.7542858	0.7606349	0.0952381	0.7453969	0.1428571	0.0000000	0.0000000
NODE_297_length_3033_cov_15.882612	12.3015509	0.0000000	8.2200594	6.3342133	3.6176178	1.5816562	1.9096007	0.5443748	0.0000000	0.0000000
NODE_298_length_3028_cov_91.938665	20.4398537	12.9091206	30.4762058	25.4438210	12.0998020	8.2019167	24.4005280	19.2452087	28.0786514	16.8935890
NODE_299_length_3025_cov_105.940299	23.0605354	14.1088324	37.4713860	32.9394646	12.5699635	9.5044661	27.8822365	20.8137608	32.1309967	19.0572281
NODE_300_length_3000_cov_133.729046	25.3879261	15.4829884	53.7258186	39.7128067	15.6531019	8.3375587	37.3779182	24.7615070	36.9102745	26.5086727
NODE_301_length_2991_cov_36.551476	7.1244564	6.4305787	14.0388088	10.7259951	5.5426564	3.5362997	12.5008364	8.7972565	8.8895950	5.4506526
NODE_302_length_2979_cov_41.533081	45.3711777	1.5058784	15.3322134	13.5619755	1.3053410	2.7611690	3.2075915	1.8001344	3.0728922	2.3543837
NODE_303_length_2961_cov_35.013523	4.4978032	3.5944576	16.8776608	10.2865829	5.0618453	0.9540385	11.0196009	4.4312267	13.5076036	5.9290299
NODE_304_length_2919_cov_72.276918	11.5255404	11.6828938	24.5149117	16.7692833	9.6355848	5.6414123	23.0425091	12.5251970	16.6078167	16.8237915
NODE_305_length_2917_cov_115.490493	23.7361927	15.7200689	40.1077194	34.9660378	13.2740993	8.7897081	33.5536880	24.0349922	35.1416817	19.2219563
NODE_306_length_2900_cov_18.246192	14.6321602	0.1031746	11.0072460	6.7046237	3.4447894	1.5383023	2.5648723	0.4130435	0.0517598	0.0517598
NODE_307_length_2893_cov_34.807528	7.4514008	2.7990315	12.1639566	11.5790386	6.1480455	2.8000691	8.7398825	9.4168110	12.1117258	2.1221030
NODE_308_length_2890_cov_119.533594	22.5533237	18.6547775	42.2538071	34.9452896	15.4220915	9.4231300	34.2264557	22.1935596	33.8677292	24.5560951
NODE_309_length_2880_cov_81.564395	16.6497574	11.8530226	30.7991657	24.3731766	9.5653229	7.0601110	20.1170959	16.4284229	25.2647667	13.6497564
NODE_310_length_2875_cov_4.140815	3.5332406	0.0000000	1.8677341	2.7392969	0.3111730	0.2088409	0.5217543	0.0000000	0.0000000	0.0000000
NODE_311_length_2874_cov_6.540937	4.7190113	0.0000000	2.2444289	2.1392758	1.4557799	0.4174791	1.7677577	0.1034123	0.0000000	0.0000000
NODE_312_length_2868_cov_69.415980	13.8872995	8.8080950	26.7990227	19.5976963	8.2927427	5.6960921	17.5136070	16.4214935	22.3332176	12.0115147
NODE_313_length_2859_cov_55.141265	7.7749386	8.5302763	20.9061947	14.1106052	6.0346518	2.7196360	18.0101509	10.4725237	12.6552324	13.5575781
NODE_314_length_2854_cov_93.740727	18.4845715	12.8257360	35.4484558	29.7398319	10.6139555	6.0326085	26.8937588	18.4112911	26.2443905	19.4312763
NODE_315_length_2826_cov_44.751182	11.0120392	2.0063739	16.2687683	15.0297451	3.9635270	3.4971671	7.7383146	12.1430597	18.7680588	5.1398726
NODE_316_length_2792_cov_9.408103	3.7035842	0.3222222	4.3982077	5.3526883	1.2358423	0.7505376	1.3437276	1.4476702	2.0275986	0.6974910
NODE_317_length_2754_cov_33.223384	9.4785614	4.2823400	12.6849566	11.0392447	3.6457121	2.0159883	8.8317585	5.2089391	9.9342299	4.3223109
NODE_318_length_2731_cov_16.264883	5.9952364	0.6595823	4.4426532	4.5529499	1.2616343	0.3297911	4.0051303	2.1964090	10.7017221	1.7526567
NODE_319_length_2715_cov_64.407885	19.4213047	4.3593807	24.4308891	23.8035393	4.3033543	1.7663103	14.8894215	14.4883890	26.8418732	8.0549212
NODE_320_length_2706_cov_42.436288	5.9212279	8.6841717	14.0059175	11.2884617	5.5883875	4.9304733	10.5869083	10.5817308	12.5155325	7.8065829
NODE_321_length_2698_cov_15.662343	5.6936202	0.4451039	6.1643176	6.6142435	1.6617211	0.7232938	4.0011129	2.3245549	5.1665430	2.1127596
NODE_322_length_2689_cov_14.728943	7.7904725	1.1157424	4.7886119	9.1812429	1.3397841	0.8310384	4.3438778	2.1135094	0.2232974	0.1585411
NODE_323_length_2677_cov_55.729231	7.8538318	7.6078506	19.1398125	18.4403744	5.6508412	4.5342054	16.6508408	12.3046732	17.2213078	11.4459810
NODE_324_length_2633_cov_62.634194	12.2919044	12.2824020	20.6469021	17.1554546	5.9775753	5.1702776	16.6659069	10.4762449	22.9904976	12.3128090
NODE_325_length_2600_cov_32.465319	7.8371825	5.3429561	5.9245572	10.2498074	4.0127020	2.4164741	9.2875290	2.4237876	13.9137802	8.2906084
NODE_326_length_2594_cov_40.309495	5.5327930	4.8433642	13.3001547	11.6601076	2.3117285	2.8927469	11.3055553	11.6983023	15.5790892	8.5470676
NODE_327_length_2582_cov_35.300599	8.9337206	2.1453488	9.8058138	12.8100777	2.3232558	2.8976743	7.6558142	9.3259687	15.0821705	3.9965117
NODE_328_length_2572_cov_70.130661	13.2210121	10.1968870	24.1416340	23.8077812	8.2766533	5.7182879	17.8836575	13.6587553	20.5035019	11.1883268
NODE_329_length_2564_cov_7.861279	2.7505856	0.5269321	2.5160031	4.6807184	0.7006245	0.4679938	2.3411398	0.9953161	1.2868853	1.0456674
NODE_330_length_2560_cov_114.506242	24.8604374	13.9128227	44.5660667	33.3275986	13.1000786	8.2623138	30.7032833	20.7505856	33.9628601	23.3060989
NODE_331_length_2549_cov_42.987864	10.3957596	7.2171183	14.3286219	14.8476639	4.5685120	3.9336474	10.3835888	5.8633685	11.2622690	7.6603847
NODE_332_length_2499_cov_7.304707	4.9098921	0.0000000	5.3087707	4.7725272	2.1501801	0.5991189	0.7200641	0.0600721	0.0000000	0.0000000
NODE_333_length_2434_cov_96.706406	19.5625000	16.2298527	33.4666939	31.5518093	12.6106081	5.9560032	23.4749184	17.5271378	29.3231907	17.5431747
NODE_334_length_2416_cov_62.511330	13.7427502	9.6578293	22.5492954	23.1056347	6.9270921	3.4788733	14.4233637	12.0836782	17.9751453	11.0807791
NODE_335_length_2412_cov_46.783726	8.8863068	9.7813282	18.0763493	9.6211615	4.5933609	4.4651451	8.6962652	11.4730291	15.1103735	11.5522823
NODE_336_length_2410_cov_108.324904	22.2516613	15.8293190	37.6532402	32.9252510	13.1823092	6.6993356	29.4426918	22.3941021	33.4946022	21.5527401
NODE_337_length_2406_cov_4.631602	3.1730449	0.0000000	2.6551580	2.5923462	1.3040766	0.4367720	0.4367720	0.0623960	0.0000000	0.0000000
NODE_338_length_2376_cov_18.836016	16.3256111	0.6950295	2.7139847	12.0471773	1.1967144	0.7573715	3.5294862	1.6398484	2.0197978	1.2615838
NODE_339_length_2375_cov_30.281984	3.4677622	6.5394015	9.0644751	8.2890854	4.0299201	2.5153813	8.7977247	3.3409188	12.4736624	6.9030762
NODE_340_length_2357_cov_6.827193	4.4373674	0.0000000	4.1974521	1.7783439	1.4598726	0.8917198	1.6450106	0.5082803	0.0000000	0.0000000
NODE_341_length_2355_cov_110.110623	21.0960484	16.5949860	40.9451752	30.0072250	13.1257973	9.3616657	30.0518494	20.7955799	32.5954094	20.4934120
NODE_342_length_2351_cov_59.159191	7.8471689	10.5904636	21.8360996	15.5713072	6.0204344	4.5206470	15.8952742	13.8356743	14.7854404	11.5730095
NODE_343_length_2335_cov_13.493357	7.7981138	0.0000000	6.0287185	4.1735964	2.5006430	1.7346764	3.3986285	0.1285898	0.0000000	0.0000000
NODE_344_length_2294_cov_32.867388	9.3211174	5.0244327	11.1500874	7.7582898	4.7591624	4.3787084	11.5445023	4.8250437	9.9061956	6.1810646
NODE_345_length_2294_cov_15.480830	4.9572425	0.2482548	6.5968585	7.2975569	1.8119546	0.7827225	3.6592495	1.0392671	0.9005235	0.8468586
NODE_346_length_2248_cov_4.187011	3.2631345	0.0000000	1.7341942	1.6665182	0.7328584	0.2658059	1.0685663	0.1335708	0.0000000	0.0000000
NODE_347_length_2240_cov_54.071197	9.0290442	11.3632708	17.1671143	12.8958893	3.6478999	3.7859697	11.6465597	11.9486151	19.2962475	13.7153711
NODE_348_length_2229_cov_9.912639	6.3942523	0.0000000	6.0440054	4.6102381	1.1347104	0.7840143	0.4032331	0.0000000	0.0000000	0.0000000
NODE_349_length_2225_cov_19.560056	8.5407104	1.4156545	6.4687362	8.2892485	2.1587944	2.2852001	5.6585693	3.9140801	2.6288798	1.0116959
NODE_350_length_2219_cov_35.786181	7.1560669	8.7807846	11.8087502	7.4339199	2.2922869	2.8944519	7.7717638	3.9206135	12.7686062	11.2810106
NODE_351_length_2206_cov_16.014561	11.5884752	0.0000000	7.5176950	6.3021779	4.2568059	0.7486388	2.3788567	0.3389292	0.1356624	0.0680581
NODE_352_length_2204_cov_55.265162	16.2497730	3.6230700	17.6226158	20.7811089	5.8455949	2.9718437	14.4096279	13.0458670	18.8837414	5.2366033
NODE_353_length_2192_cov_140.719622	30.1365299	19.7292233	49.2999992	42.6552505	15.7995434	9.5671234	41.0155258	27.7114162	39.8899536	26.5885849
NODE_354_length_2188_cov_97.195168	21.4190311	14.7021961	32.6441002	29.3257084	11.7401648	6.8371453	26.3513260	19.8453789	28.2337608	19.4698086
NODE_355_length_2183_cov_24.613485	7.5442457	1.4011921	6.0628152	13.4924345	1.7799175	1.6487850	4.8060522	3.9156351	10.7510319	2.6744614
NODE_356_length_2169_cov_15.891013	0.1384402	7.4591603	8.4203968	0.0692201	0.6215967	1.3728657	2.2787263	2.0064604	3.2542686	7.4614673
NODE_357_length_2154_cov_14.671642	5.7500000	0.9753717	4.0227695	6.8801117	0.8578067	0.7648699	2.6208179	1.8671004	7.7486057	2.2067845
NODE_358_length_2148_cov_89.019314	22.0414734	14.6514444	35.1621628	24.5018635	14.3150043	8.0950603	30.4785652	16.0559177	24.0643063	17.7292633
NODE_359_length_2137_cov_33.683010	5.6622949	4.6730680	14.9466038	8.5016394	4.3470726	3.3555036	8.6421547	9.1451988	10.5367680	6.5522246
NODE_360_length_2130_cov_68.491476	15.0065794	5.4934211	23.0075188	19.0780067	9.9013157	3.6484962	18.8627815	15.8078003	19.6804504	8.3679514
NODE_361_length_2125_cov_32.038574	5.2962790	2.1902966	11.2722559	10.9778614	4.0904379	3.5934997	8.0339146	9.1714554	9.1309471	3.3141780
NODE_362_length_2101_cov_17.074111	5.7031922	2.2148643	3.7851357	7.2120056	1.3892330	1.0004764	3.9676037	1.0709862	1.4278228	1.2129586
NODE_363_length_2072_cov_11.215539	2.4483092	0.5792270	4.0507245	3.8951690	2.1695652	1.0855073	4.6227055	1.0864735	4.9130435	1.4449276
NODE_364_length_2052_cov_9.022785	2.7731707	0.2195122	1.2375610	2.4063416	0.3658537	0.0731707	1.0975610	0.0731707	10.5834150	1.0219512
NODE_365_length_2014_cov_33.644812	12.3434391	2.2271371	9.3752489	13.0685883	2.8861828	1.5626242	8.6158056	5.0601392	13.6709738	3.8697813
NODE_366_length_1994_cov_100.399061	17.4743977	12.5828314	32.0577316	26.2203808	10.1214857	8.2585344	25.0401611	18.3368473	28.2550201	16.8192768
NODE_367_length_1992_cov_3.307572	2.5994976	0.0000000	1.0517588	3.2361810	0.2261306	0.6030151	0.3015075	0.0000000	0.0000000	0.0000000
NODE_368_length_1977_cov_130.286842	26.6364555	18.2217712	50.1898727	38.5235443	15.1387339	10.9802532	32.3539238	26.2602539	37.4415207	22.9260769
NODE_369_length_1972_cov_29.823219	5.1598983	7.7304568	9.3563452	5.3614211	3.4126904	2.5736041	7.8005075	5.3162436	5.5461931	8.7883253
NODE_370_length_1953_cov_40.125267	4.2788315	8.4238853	14.6217327	10.8154793	5.4356742	1.6729882	10.8687849	8.6760635	11.9436188	7.6719632
NODE_371_length_1910_cov_9.712493	7.4496856	0.4716981	5.1001048	2.2788260	0.7044025	0.7861635	0.4696017	0.3144654	1.1792452	0.6284067
NODE_372_length_1877_cov_9.068333	7.4890666	0.1584000	4.0661335	3.0277333	0.6400000	1.1205333	0.4800000	0.8794667	0.3200000	0.1600000
NODE_373_length_1851_cov_48.810034	10.5868034	9.1541376	17.2065983	12.6895618	5.4780965	4.6214170	10.1032991	8.7349920	14.9480801	9.8453217
NODE_374_length_1838_cov_31.378762	27.6399784	1.0413944	12.6939001	11.3349676	2.7685184	3.5582788	2.8589325	1.2140523	1.5473856	2.2053378
NODE_375_length_1832_cov_33.854701	7.3234973	2.7322404	12.8224039	9.7983608	3.6038251	3.2688525	7.6568308	8.8229504	11.7338800	5.1502733
NODE_376_length_1825_cov_16.040046	5.4256721	0.3291278	3.7712562	6.7306638	1.3949534	0.9051015	2.3850796	1.2342293	8.3828850	1.8074602
NODE_377_length_1821_cov_87.345757	17.6514568	11.3628368	33.0626717	22.8735561	11.1115999	9.3941727	23.7476635	14.6135235	28.2836723	13.7586584
NODE_378_length_1817_cov_332.012069	74.9223175	44.2716255	126.4055099	93.3763123	41.1382904	27.5564747	81.9443512	64.8986206	107.5118484	57.3278236
NODE_379_length_1791_cov_252.076429	46.4287300	40.8071556	98.5343781	71.2286224	28.5181675	21.7205143	57.0240364	50.1760750	73.9591980	51.5343781
NODE_380_length_1790_cov_85.950963	15.3517895	12.2790823	33.6957512	21.4172268	10.2606268	8.3618565	27.8585014	17.6208057	20.9636459	12.6202459
NODE_381_length_1783_cov_47.715709	12.1836042	3.8691747	16.1527233	14.5463219	5.3834925	3.5345311	10.4020214	6.6962380	7.1532845	3.8691747
NODE_382_length_1753_cov_86.862768	14.2272987	10.8012562	24.9303265	19.9348946	10.9440317	6.4968591	21.6156483	16.4523125	22.9937172	17.9166183
NODE_383_length_1747_cov_86.838922	15.6653299	12.4796562	33.7868195	24.4595985	10.5931234	4.8905444	25.4418335	17.0464191	24.5255013	14.2005730
NODE_384_length_1722_cov_54.564742	9.8686047	8.7023258	14.6029072	18.9470940	6.5703487	4.4383721	17.3709297	7.1139536	15.5575581	10.7395353
NODE_385_length_1717_cov_129.815854	30.4705544	15.9142857	50.2239075	38.7306137	13.8390675	10.0174923	33.8361511	23.8938770	38.4174919	25.2011662
NODE_386_length_1706_cov_72.531001	15.0510559	7.9019952	26.5275822	20.3116188	9.9254694	5.5357981	15.1326294	12.1660795	24.8080978	13.4518776
NODE_387_length_1690_cov_53.781773	9.8560429	9.3092413	19.0627956	13.0876780	4.5183649	2.9218009	11.4845972	7.0704975	21.9958534	13.2191944
NODE_388_length_1690_cov_33.375077	30.1712093	1.1522512	12.7950239	11.9419432	2.8394549	2.6623223	2.3098342	1.8649290	2.4188390	1.3329384
NODE_389_length_1684_cov_80.675171	11.9702730	16.1908436	38.1593323	22.4774075	6.4643283	4.0772891	20.1296082	11.2663498	21.7342453	19.5439949
NODE_390_length_1652_cov_2.809524	2.5448484	0.0000000	1.0909091	1.0884849	0.1812121	0.7236364	0.1818182	0.0000000	0.0000000	0.0000000
NODE_391_length_1649_cov_63.797710	9.8117790	10.5567703	21.9174252	13.8245296	6.7261686	5.2131147	14.9283543	9.1936855	17.9034615	10.4620523
NODE_392_length_1631_cov_92.469755	22.7427864	13.8035603	30.3192139	25.7925110	11.9944754	6.7120934	24.5352974	18.2879066	25.1270714	12.5438919
NODE_393_length_1623_cov_70.142950	15.8723011	12.1702652	24.7304134	22.1122761	7.0999384	4.9062309	14.7045031	12.5644665	24.1529922	13.0956202
NODE_394_length_1621_cov_72.176813	9.2180357	12.0691786	21.7387276	14.3323040	7.2736259	6.0735021	15.7201977	9.2903023	18.7591114	18.7442875
NODE_395_length_1596_cov_422.228440	90.4579697	68.1003799	164.7609711	115.6361389	44.0351334	25.7383938	103.1844406	70.4134216	115.1819305	87.8745270
NODE_396_length_1577_cov_11.656000	3.7980952	0.7631746	2.7574604	6.7098413	1.2380953	0.3822222	4.7492065	1.3326985	10.2673016	1.8088889
NODE_397_length_1576_cov_76.503002	78.2541275	2.3811944	28.3564167	27.4942818	5.7966962	5.5044475	4.9555273	2.9504447	4.1543837	5.4250317
NODE_398_length_1555_cov_10.356563	0.1925306	3.4591115	2.7031553	0.1931745	0.6761107	0.9658725	1.1590470	1.3509337	1.6394076	6.3644557
NODE_399_length_1544_cov_83.075665	21.1783390	8.4105062	27.5706882	25.7924767	8.6115437	7.7354088	25.4007778	14.0356684	26.2996101	9.7094679
NODE_400_length_1543_cov_13.511596	1.0700843	3.9811811	7.4737182	2.6268656	1.1680727	1.2615185	1.6547697	0.8760545	3.4866970	5.6333551
NODE_401_length_1521_cov_222.323407	25.7570763	50.1237640	86.3726120	44.6181717	26.9262676	21.8736019	64.5424652	37.5464134	57.2053986	53.0526657
NODE_402_length_1492_cov_4.458657	3.1208053	0.0000000	2.7174497	1.2073826	1.3053691	0.2013423	0.4020134	0.0000000	0.0000000	0.0000000
NODE_403_length_1487_cov_106.782270	20.7225590	14.6033669	37.5138054	29.1946125	11.3771048	7.6498318	27.6962967	23.6276093	34.0222206	18.9952869
NODE_404_length_1466_cov_40.171346	5.8312840	9.6762295	8.9296446	10.6188526	5.8265028	5.2943988	15.6789618	7.3360658	6.6010928	8.5225410
NODE_405_length_1449_cov_7.718659	4.2425709	0.7228749	2.0663443	3.7242570	0.7256392	0.5162405	2.2743607	1.2377332	0.4146510	0.3109882
