Haplo,0,1,2,3,4,5,6,7,8,9
0,0.03285750035930251,0.0418803943926001,0.0765075607213745,0.05010365647656121,0.024885896723938667,0.01688727026295308,0.05151884147279147,0.029803030531475053,0.04265755354436113,0.04914746007222356
1,0.027933988461077953,0.00702388712802597,0.03962154645248943,0.03770991906961373,0.012142879098847665,0.005753486294372451,0.027772265199676432,0.025465112815952807,0.03506005003449733,0.013614550825994606
2,0.07569885990458787,0.04198075826398136,0.12648626490669995,0.10496579969767865,0.036317431169043034,0.02671096590171778,0.09041054882717302,0.06864070071467147,0.1111595346768684,0.058497621498552775
