4.121480860695507769e-05,5.234987902692820829e-05,2.115026310962981609e-05,2.232059292763033362e-05,1.246481811190204602e-04,4.792454624486220359e-04,2.313361338130811082e-05,2.854048925911411297e-05,2.211975088090121857e-05,3.564486201969318152e-05
2.744218056535183053e-05,8.320891686984105689e-05,1.995374341504578097e-05,2.021171158097843321e-05,8.050979278747993537e-05,5.276130388872723271e-04,2.202697534033316526e-05,3.041754135153748085e-05,2.031770795448092936e-05,3.008212444897354420e-05
1.113835179702902106e-01,1.251783742229328200e-01,8.744721358829173063e-02,1.077786710652280794e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.204545392750884930e-01,1.251783742229328200e-01
1.163281377101378980e-02,2.681940062249455262e-02,5.101639012654320127e-03,2.472036024359166792e-02,5.014025860791318512e-02,7.051269398602022509e-02,1.683526483855865216e-02,2.690102543117840750e-02,1.065392802520891309e-02,1.710447331358314754e-02
8.130953288337279539e-02,3.849075279946728712e-02,5.220792612052949783e-02,8.568520835209761377e-02,8.049111419368075448e-02,9.234190131289213288e-02,8.213702472137324184e-02,6.730674133773313639e-02,2.970218615082687724e-02,4.340731816190832038e-02
1.098425061181612129e-02,2.252709719662272098e-02,4.560106782302377794e-03,3.775259901301392020e-03,2.735597707116147609e-02,6.228925939646529769e-02,6.004271665940381225e-03,9.374537526340379762e-03,3.202910992538966165e-03,1.534842840544965205e-02
3.210149664328462021e-02,5.021119633273526256e-02,1.208259202855705740e-02,4.654010351102014914e-02,7.185426549722731537e-02,8.011845610024691255e-02,3.422363587319450506e-02,4.157318357387979058e-02,2.056528292329100685e-02,4.275797976611125234e-02
1.776007156901950046e-02,7.193728040985286620e-02,6.208148349507755341e-03,1.676257905307364238e-02,6.085969893599318253e-02,8.700304469425337861e-02,1.406557674945902586e-02,1.763184842612761441e-02,3.677875694044789590e-02,4.671562527256384323e-02
2.744218056535183053e-05,8.320891686984105689e-05,1.995374341504578097e-05,2.021171158097843321e-05,8.050979278747993537e-05,5.276130388872723271e-04,2.202697534033316526e-05,3.041754135153748085e-05,2.031770795448092936e-05,3.008212444897354420e-05
6.562028285932776372e-02,8.507565567395015960e-02,1.963058537010304791e-02,3.343913286019237208e-02,6.748257488964476414e-02,1.225161182672747789e-01,3.697499003230848846e-02,2.692581288793116298e-02,3.280885353481392819e-02,7.101805832804441998e-02
1.185781053020589365e-01,1.181654439557227737e-01,1.196166243875185359e-01,1.251783742229328200e-01,1.200347885340068976e-01,1.251783742229328200e-01,1.037620143141158024e-01,1.127444597267855397e-01,1.251783742229328200e-01,1.108057159955942034e-01
7.756606163904043727e-02,1.133332488969266832e-01,1.064825674211091894e-01,1.032270469204832203e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.135302428407232583e-01,1.053852141166311679e-01,8.481861985419755778e-02,1.035833578751762657e-01
5.791075562746605260e-02,8.572137860388744091e-02,1.539484330874227661e-02,4.665022789826341748e-02,1.005288982728824027e-01,1.080136758525492846e-01,4.907885340187093798e-02,3.227564873467726053e-02,4.569499503356231479e-02,8.386556582930337900e-02
5.682763488338363200e-02,6.397592662292508892e-02,7.669235164199754429e-03,3.662084409409181035e-02,9.273115743471543881e-02,9.850877335597810203e-02,3.796761082245330571e-02,3.706394884190079148e-02,2.781968582674369805e-02,5.104779893189257539e-02
1.846694417265479400e-03,1.067076177291151340e-02,1.540405420435451490e-04,3.217389860178140708e-04,1.119054700285166890e-02,2.030584864507793685e-02,6.723799777248729275e-04,2.146182799184633786e-03,2.990931752972192902e-04,1.744783103587423763e-03
3.712595618442791900e-02,3.959730667539015231e-02,1.285636425843172601e-02,1.379056140773438771e-02,3.282846898813614883e-02,7.981595256032616992e-02,1.283844378433674112e-02,4.800742348762036121e-02,1.707983798852522050e-02,2.798483031128536774e-02
4.544186983710828825e-02,8.767763812602963336e-02,1.773285331249061653e-02,2.672890339172145219e-02,7.744118211453514256e-02,7.011557984518165809e-02,4.023275022889553909e-02,5.075442226814785851e-02,1.729662095681009162e-02,6.588054450909873461e-02
1.120799645411218147e-02,2.135953584961892970e-02,4.178876675646750125e-03,1.006177137271411191e-02,3.991083835030426880e-02,5.128689797393030242e-02,1.710447331358314754e-02,3.252528949717636841e-02,7.695054128656973746e-03,2.727094023316188262e-02
1.115768349188522579e-01,1.141234892866482276e-01,1.243047626574377146e-01,1.167333490282693176e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.245225451290912777e-01,1.083393183740836291e-01,1.115768349188522579e-01,1.215108915254322075e-01
1.074065124848152392e-01,1.251783742229328200e-01,1.245225451290912777e-01,1.014653576574616051e-01,1.066666634561309612e-01,1.251783742229328200e-01,1.185781053020589365e-01,1.200347885340068976e-01,1.251783742229328200e-01,1.102311821849853157e-01
1.018487017179674770e-01,1.251783742229328200e-01,1.128611749573384671e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01
8.935866105125513104e-03,1.401559097731003983e-02,2.368249981271231160e-03,1.802629478169702655e-03,2.551751321751206600e-02,4.029675620914618950e-02,4.622385047487127634e-03,1.214942955629112926e-02,3.966599896142408016e-03,1.840961206481518675e-02
1.029413444521888321e-01,1.251783742229328200e-01,1.128555034735148344e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.134701940318591229e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.251783742229328200e-01
2.687467375131966530e-03,7.115102655148988764e-03,3.440840418598051535e-04,9.566468644724551154e-04,7.577729115793797356e-03,1.663090972540802459e-02,1.161157498078847598e-03,3.839008318671078765e-03,4.529808528886045387e-04,6.971828893331227794e-03
3.147806891073765944e-03,8.398986176046735128e-03,4.942161586906905924e-04,7.684592659600381548e-04,1.223996046012029021e-02,1.331338861585713504e-02,1.132614874094064810e-03,3.401590628357933303e-03,4.227199882156902166e-04,1.637070033319522507e-03
5.103880690717447349e-02,8.353674427980650741e-02,3.313516407178165868e-02,1.344572799240295602e-02,3.928643045047020693e-02,1.025184140188406395e-01,3.873367428335897089e-02,2.756235400414048728e-02,1.815100051164929632e-02,6.341649040825089734e-02
5.136988821211595224e-02,1.251783742229328200e-01,6.258579936463046223e-02,5.145302552424011605e-02,6.775489461416082937e-02,1.251783742229328200e-01,5.822426918689990044e-02,9.653840500080088094e-02,1.094701537837252658e-01,1.106138492239583104e-01
1.169367825333838817e-01,2.777270540770307439e-02,3.978509961459049393e-02,1.085269040758359560e-01,1.043001358019970404e-01,8.186017934661928008e-02,8.909718998469713658e-02,8.297380701168761974e-02,5.161974249260930375e-02,4.438614808508505732e-02
2.424345224817917033e-02,4.318217935417841685e-02,1.871367543885049320e-02,1.727570403274113556e-02,5.725960070991706341e-02,7.451894695305441574e-02,1.931461252800901682e-02,2.855358504103176764e-02,2.610626898452149403e-02,3.860701960024529034e-02
1.251783742229328200e-01,1.251783742229328200e-01,7.808913541037459938e-02,1.167333490282693176e-01,1.123537840785222702e-01,1.251783742229328200e-01,1.251783742229328200e-01,1.194081271591673071e-01,1.139253622549398770e-01,1.251783742229328200e-01
7.205740546978971206e-02,6.066008188822776676e-02,2.570764246259657840e-02,3.303245020862004971e-02,7.254019277544873634e-02,1.011169559507307386e-01,5.662906121973792367e-02,7.450653285280939286e-02,4.949769974967517527e-02,5.526116235716611175e-02
1.112488040843266079e-01,1.251783742229328200e-01,7.765555528582547551e-02,8.379399187767627710e-02,1.121596519902752914e-01,1.251783742229328200e-01,1.098081264062014950e-01,5.431895034932647526e-02,5.490352926504177278e-02,1.136338941423533921e-01
1.139253622549398770e-01,1.153200870341342665e-01,8.804339920947186482e-02,9.787111036158997746e-02,1.127444597267855397e-01,1.251783742229328200e-01,1.198255003836028454e-01,8.909718998469713658e-02,1.251783742229328200e-01,1.251783742229328200e-01
1.094497933281316365e-01,1.251783742229328200e-01,1.123819911087282075e-01,1.251783742229328200e-01,1.150600687957287205e-01,1.251783742229328200e-01,1.125473742317493336e-01,1.251783742229328200e-01,1.192079270820053799e-01,1.251783742229328200e-01
2.850111398480473929e-02,6.673921777747318651e-02,2.711202857458827609e-02,5.421104736537797619e-02,9.346560410924048545e-02,7.523829994365378859e-02,4.825984136897885218e-02,6.192319896369499060e-02,2.769801732675973571e-02,3.637611369887860241e-02
3.626653130903132599e-02,8.192265948574324608e-02,9.032033220199910464e-03,2.174328252437300948e-02,9.901314222499635331e-02,6.228624870453690343e-02,1.903170836010270942e-02,3.254206710829542909e-02,1.270572513618254372e-02,2.928140387923583790e-02
4.968823056238105829e-02,4.381466334180447036e-02,1.567811031811646577e-02,2.689284998520488287e-02,1.091831040799393637e-01,1.168842052732902564e-01,4.968823056238105829e-02,6.560109967310781554e-02,2.971283024136077075e-02,4.968823056238105829e-02
2.967455654681919880e-02,5.546231681477620246e-02,1.353138928435243180e-02,3.219967498834480635e-02,6.655905512908411037e-02,7.282254404605184583e-02,3.904399034387501244e-02,6.872585195250928425e-02,2.540124904344747900e-02,7.235445377592979177e-02
2.789989898039604149e-02,3.947260392953872571e-02,8.795166826820702277e-03,8.350627088078026866e-03,7.122110165555650685e-02,4.125782421656599280e-02,1.520666592000417643e-02,1.868740305748202088e-02,2.854490744938740707e-02,1.428589924203091388e-02
3.782747575109674226e-03,6.689670932115619924e-03,2.784553150127304626e-04,7.177157257103704410e-04,1.196896040022435957e-02,2.075855446061151618e-02,1.502357642171689911e-03,2.189530999352821278e-03,9.963128866168537850e-04,3.577845458624594535e-03
2.731231549561518104e-02,7.691748203582593479e-02,9.241613916491156488e-03,1.907302954104340628e-02,4.204985875149595126e-02,6.753036849412581699e-02,1.938253824269393910e-02,3.433886691100811184e-02,1.605533364770754534e-02,3.695190818254937004e-02
1.219362462063651592e-01,9.473822704644536963e-02,6.457850108275582646e-02,1.115768349188522579e-01,7.782711959877616770e-02,1.161253812104759142e-01,6.533000474113280498e-02,7.914685281814910767e-02,5.860669408804244918e-02,4.054611462506725605e-02
1.159111199901343009e-01,1.251783742229328200e-01,6.977443423886293961e-02,1.222440735719530491e-01,1.199148851127274651e-01,1.251783742229328200e-01,1.123819911087282075e-01,1.140477497857930456e-01,1.132115539567071921e-01,1.251783742229328200e-01
5.558946002399439007e-02,6.251558686564225031e-02,2.503528897527144623e-02,3.618514691277709833e-02,8.492119172799625360e-02,7.561584444333194210e-02,6.931343587921343086e-02,7.352445097322857226e-02,6.213349308778599867e-02,9.075210402103886520e-02
7.538511727279559316e-02,4.431543843206245392e-02,4.641725526606211433e-02,4.119256443168546611e-02,8.199847477169038001e-02,8.496236739680625150e-02,9.686968891129207893e-02,8.940078852887413385e-02,4.910062284623980394e-02,8.255431551755854080e-02
7.134736974826304257e-02,7.599205700585782985e-02,2.147262646154667054e-02,3.283971362047099357e-02,8.674458541651336452e-02,1.017796145814196529e-01,3.425260098442396012e-02,8.055749749824510364e-02,4.332185433526204721e-02,9.014634447215437441e-02
2.499510418184711438e-02,3.750747317923906060e-02,4.604429746907934100e-03,3.779885954591560935e-03,6.782243653415381823e-02,6.808227462931504270e-02,1.804463177754307354e-02,4.484237277983346703e-02,1.015273507368092895e-02,3.303869743865518044e-02
