Haplo,0,1,2,3,4,5,6,7,8,9
0,0.03285750025377729,0.04188039432998167,0.0765075607382023,0.05010365643409051,0.024885896580358457,0.01688727007624659,0.05151884145178618,0.02980303057553837,0.04265755350677474,0.049147459983493715
1,0.027933988743022747,0.007023887104902939,0.03962154617618638,0.03770991924807204,0.0121428794204849,0.005753486537037267,0.02777226528997435,0.025465112653158813,0.035060049967305044,0.01361455084395628
2,0.07569886008519333,0.04198075835260293,0.12648626517990375,0.1049657999554303,0.03631743120444176,0.026710965943526108,0.09041054901968565,0.06864070087163958,0.1111595349567532,0.0584976216324108
