3	0.871795	0	4.94872	0	0.846154	0.641026	0	0	0	0	
5	1.82051	0	1.52564	2.29487	0	0	0.205128	0	0	0	
7	3.30512	0	2.15748	2.06299	0.143701	0.917323	0.356299	0	0	0	
11	6.02564	0	3.53846	0	0.384615	0	1.60256	0	0	0	
13	2.51282	0	2.0641	0	0	0.346154	0	0	0	0	
9	4.29091	0	2.74545	0.290909	0.781818	0.854545	0.290909	0	0	0	
17	3.99174	0	0.917355	2.38017	0.280992	0	0.752066	0	0	0	
19	1.98347	0	1.52893	1.63636	0.471074	0.603306	0	0	0	0	
15	3.86667	0	2.02051	0.784615	0.574359	0	0.810256	0	0	0	
21	5.7151	0.113507	4.37344	2.71396	1.18615	0.68899	1.01135	0	0	0	
